5.000000000000000000e+01,6.652676621241224858e-03
1.500000000000000000e+02,5.708357292229312638e-03
2.500000000000000000e+02,5.322141296992980407e-03
3.500000000000000000e+02,5.179356576619108775e-03
4.500000000000000000e+02,4.824163163941005104e-03
5.500000000000000000e+02,4.936696962086790409e-03
6.500000000000000000e+02,4.838310269993617921e-03
7.500000000000000000e+02,4.632469876928100617e-03
8.500000000000000000e+02,4.306545518957168202e-03
9.500000000000000000e+02,4.452987776192187178e-03
1.050000000000000000e+03,3.960684440944024255e-03
1.150000000000000000e+03,3.987177313458699704e-03
1.250000000000000000e+03,3.898659485979068251e-03
1.350000000000000000e+03,3.797319049622184355e-03
1.450000000000000000e+03,3.634220803981141282e-03
1.550000000000000000e+03,3.464443728980999473e-03
1.650000000000000000e+03,3.262194045677515534e-03
1.750000000000000000e+03,3.266768889063360881e-03
1.850000000000000000e+03,3.196863613672881483e-03
1.950000000000000000e+03,2.948039253579107753e-03
2.050000000000000000e+03,2.736688655604541717e-03
2.150000000000000000e+03,2.664919977352666215e-03
2.250000000000000000e+03,2.566992393246614237e-03
2.350000000000000000e+03,2.459790439616016226e-03
2.450000000000000000e+03,2.334705573356211754e-03
2.550000000000000000e+03,2.212565777493211844e-03
2.650000000000000000e+03,2.038985025648998653e-03
2.750000000000000000e+03,1.908123081359923423e-03
2.850000000000000000e+03,1.747912182026780271e-03
2.950000000000000000e+03,1.670317640042399878e-03
3.050000000000000000e+03,1.557631164358385702e-03
3.150000000000000000e+03,1.396016215120339000e-03
3.250000000000000000e+03,1.306539655905159403e-03
3.350000000000000000e+03,1.167294612468020455e-03
3.450000000000000000e+03,1.102090316076921811e-03
3.550000000000000000e+03,9.854156758196787672e-04
3.650000000000000000e+03,8.712097980756352677e-04
3.750000000000000000e+03,7.928038231884280322e-04
3.850000000000000000e+03,6.386867196804631901e-04
3.950000000000000000e+03,5.689285560652056119e-04
4.050000000000000000e+03,4.629247480549450022e-04
4.150000000000000000e+03,3.631800749590961158e-04
4.250000000000000000e+03,3.415277837642554260e-04
4.350000000000000000e+03,2.403788450836212402e-04
4.450000000000000000e+03,2.085108580282584096e-04
4.550000000000000000e+03,1.462126729943126512e-04
4.650000000000000000e+03,1.132909379858437759e-04
4.750000000000000000e+03,7.806968787455076419e-05
4.850000000000000000e+03,5.020764184136079691e-05
4.950000000000000000e+03,3.343861430617599007e-05
5.050000000000000000e+03,1.859433988598381410e-05
5.150000000000000000e+03,5.253658315654797838e-06
5.250000000000000000e+03,2.122065907891937630e-06
