,meanx,meany,stx,sty,s,i,r
4823,1.2,1.3,1,0.59948425,0.801456534,0.496631389,0.65
4923,1.2,1.3,1,1,0.812068777,0.483067735,0.524
24,1.2,1.4,0.0001,0.01,0.920257083,0.3332368,0.93
124,1.2,1.4,0.0001,0.016681005,0.920044588,0.333649293,0.93
224,1.2,1.4,0.0001,0.027825594,0.919686355,0.334321115,0.93
324,1.2,1.4,0.0001,0.046415888,0.919078101,0.335396742,0.93
424,1.2,1.4,0.0001,0.077426368,0.918032691,0.337066275,0.93
524,1.2,1.4,0.0001,0.129154967,0.916197005,0.339504041,0.92
624,1.2,1.4,0.0001,0.215443469,0.912840573,0.342570959,0.896
724,1.2,1.4,0.0001,0.359381366,0.906285293,0.343781736,0.824
824,1.2,1.4,0.0001,0.59948425,0.893585533,0.342748666,0.646
924,1.2,1.4,0.0001,1,0.864468276,0.39840172,0.458
1024,1.2,1.4,0.001,0.01,0.920239167,0.33327281,0.93
1124,1.2,1.4,0.001,0.016681005,0.920026722,0.33368521,0.93
1224,1.2,1.4,0.001,0.027825594,0.919668574,0.334356872,0.93
1324,1.2,1.4,0.001,0.046415888,0.919060468,0.335432221,0.93
1424,1.2,1.4,0.001,0.077426368,0.918015324,0.337101257,0.93
1524,1.2,1.4,0.001,0.129154967,0.916180129,0.339538102,0.92
1624,1.2,1.4,0.001,0.215443469,0.912824659,0.342603222,0.896
1724,1.2,1.4,0.001,0.359381366,0.906271306,0.343810412,0.824
1824,1.2,1.4,0.001,0.59948425,0.893578692,0.342763838,0.646
1924,1.2,1.4,0.001,1,0.864439895,0.3984582,0.458
2024,1.2,1.4,0.01,0.01,0.920052042,0.33364988,0.93
2124,1.2,1.4,0.01,0.016681005,0.9198401,0.334061333,0.93
2224,1.2,1.4,0.01,0.027825594,0.919482814,0.33473137,0.93
2324,1.2,1.4,0.01,0.046415888,0.918876212,0.33580389,0.93
2424,1.2,1.4,0.01,0.077426368,0.917833756,0.337467873,0.93
2524,1.2,1.4,0.01,0.129154967,0.916003543,0.339895367,0.92
2624,1.2,1.4,0.01,0.215443469,0.912657827,0.342942211,0.896
2724,1.2,1.4,0.01,0.359381366,0.906124014,0.344112928,0.824
2824,1.2,1.4,0.01,0.59948425,0.893503874,0.342929219,0.646
2924,1.2,1.4,0.01,1,0.86415268,0.399030716,0.458
3024,1.2,1.4,0.1,0.01,0.91731459,0.339256319,0.93
3124,1.2,1.4,0.1,0.016681005,0.917108321,0.339656819,0.93
3224,1.2,1.4,0.1,0.027825594,0.916760767,0.340308082,0.93
3324,1.2,1.4,0.1,0.046415888,0.916171139,0.341347887,0.93
3424,1.2,1.4,0.1,0.077426368,0.915159036,0.342953458,0.93
3524,1.2,1.4,0.1,0.129154967,0.913385135,0.345272809,0.92
3624,1.2,1.4,0.1,0.215443469,0.910149854,0.348108137,0.898
3724,1.2,1.4,0.1,0.359381366,0.903838402,0.34885442,0.822
3824,1.2,1.4,0.1,0.59948425,0.89204107,0.346097526,0.65
3924,1.2,1.4,0.1,1,0.860866324,0.405672481,0.458
4024,1.2,1.4,1,0.01,0.821879631,0.540031219,0.88
4124,1.2,1.4,1,0.016681005,0.821777836,0.540217411,0.88
4224,1.2,1.4,1,0.027825594,0.821606535,0.540507894,0.88
4324,1.2,1.4,1,0.046415888,0.821316376,0.540936823,0.88
4424,1.2,1.4,1,0.077426368,0.82081887,0.54149848,0.878
4524,1.2,1.4,1,0.129154967,0.819945132,0.542007863,0.874
4624,1.2,1.4,1,0.215443469,0.818328106,0.541637185,0.862
4724,1.2,1.4,1,0.359381366,0.814840759,0.536971021,0.814
4824,1.2,1.4,1,0.59948425,0.813656112,0.513788977,0.698
4924,1.2,1.4,1,1,0.774793086,0.583587346,0.524
25,1.2,1.5,0.0001,0.01,0.920278194,0.363158461,0.93
125,1.2,1.5,0.0001,0.016681005,0.920080076,0.363544364,0.93
225,1.2,1.5,0.0001,0.027825594,0.919746313,0.364173919,0.93
325,1.2,1.5,0.0001,0.046415888,0.919180286,0.365184821,0.93
425,1.2,1.5,0.0001,0.077426368,0.918209447,0.3667624,0.93
525,1.2,1.5,0.0001,0.129154967,0.916510986,0.369091796,0.92
625,1.2,1.5,0.0001,0.215443469,0.913427738,0.372115062,0.9
725,1.2,1.5,0.0001,0.359381366,0.90743356,0.374137498,0.838
825,1.2,1.5,0.0001,0.59948425,0.885019028,0.393439636,0.668
925,1.2,1.5,0.0001,1,0.892914905,0.365023347,0.48
1025,1.2,1.5,0.001,0.01,0.920260274,0.36319448,0.93
1125,1.2,1.5,0.001,0.016681005,0.920062201,0.363580297,0.93
1225,1.2,1.5,0.001,0.027825594,0.919728518,0.364209704,0.93
1325,1.2,1.5,0.001,0.046415888,0.919162628,0.365220348,0.93
1425,1.2,1.5,0.001,0.077426368,0.918192034,0.366797468,0.93
1525,1.2,1.5,0.001,0.129154967,0.916494024,0.369126018,0.92
1625,1.2,1.5,0.001,0.215443469,0.913411651,0.372147648,0.9
1725,1.2,1.5,0.001,0.359381366,0.907419274,0.374166729,0.838
1825,1.2,1.5,0.001,0.59948425,0.885007478,0.393463942,0.668
1925,1.2,1.5,0.001,1,0.892889331,0.365073444,0.48
2025,1.2,1.5,0.01,0.01,0.920073099,0.363571644,0.93
2125,1.2,1.5,0.01,0.016681005,0.919875494,0.363956578,0.93
2225,1.2,1.5,0.01,0.027825594,0.919542613,0.364584476,0.93
2325,1.2,1.5,0.01,0.046415888,0.918978116,0.365592498,0.93
2425,1.2,1.5,0.01,0.077426368,0.918010004,0.367164953,0.93
2525,1.2,1.5,0.01,0.129154967,0.916316565,0.369484921,0.92
2625,1.2,1.5,0.01,0.215443469,0.913243064,0.372489923,0.9
2725,1.2,1.5,0.01,0.359381366,0.90726894,0.374474892,0.838
2825,1.2,1.5,0.01,0.59948425,0.884886062,0.39371958,0.668
2925,1.2,1.5,0.01,1,0.892626721,0.365589047,0.482
3025,1.2,1.5,0.1,0.01,0.917335088,0.369179162,0.93
3125,1.2,1.5,0.1,0.016681005,0.917142762,0.369553904,0.93
3225,1.2,1.5,0.1,0.027825594,0.916818922,0.370164357,0.93
3325,1.2,1.5,0.1,0.046415888,0.916270154,0.371142061,0.93
3425,1.2,1.5,0.1,0.077426368,0.915330055,0.372660594,0.93
3525,1.2,1.5,0.1,0.129154967,0.913688286,0.374881302,0.92
3625,1.2,1.5,0.1,0.215443469,0.910715209,0.377693887,0.9
3725,1.2,1.5,0.1,0.359381366,0.9049483,0.379283108,0.838
3825,1.2,1.5,0.1,0.59948425,0.883008432,0.39767936,0.672
3925,1.2,1.5,0.1,1,0.889248101,0.37233828,0.482
4025,1.2,1.5,1,0.01,0.821889753,0.569975366,0.88
4125,1.2,1.5,1,0.016681005,0.821794826,0.57015027,0.88
4225,1.2,1.5,1,0.027825594,0.821635182,0.570424505,0.88
4325,1.2,1.5,1,0.046415888,0.821365072,0.570833459,0.88
4425,1.2,1.5,1,0.077426368,0.820902932,0.571381525,0.878
4525,1.2,1.5,1,0.129154967,0.820094816,0.571923556,0.876
4625,1.2,1.5,1,0.215443469,0.818614107,0.571772012,0.866
4725,1.2,1.5,1,0.359381366,0.815536435,0.568169086,0.826
4825,1.2,1.5,1,0.59948425,0.804898935,0.563982758,0.71
4925,1.2,1.5,1,1,0.80229637,0.551637648,0.548
26,1.2,1.6,0.0001,0.01,0.920296653,0.391150757,0.93
126,1.2,1.6,0.0001,0.016681005,0.920111088,0.391513288,0.93
226,1.2,1.6,0.0001,0.027825594,0.919798668,0.392105566,0.93
326,1.2,1.6,0.0001,0.046415888,0.919269388,0.393059019,0.93
426,1.2,1.6,0.0001,0.077426368,0.918363196,0.394553876,0.93
526,1.2,1.6,0.0001,0.129154967,0.916782879,0.396782004,0.92
626,1.2,1.6,0.0001,0.215443469,0.913931668,0.39974597,0.904
726,1.2,1.6,0.0001,0.359381366,0.908438813,0.402213567,0.85
826,1.2,1.6,0.0001,0.59948425,0.890736609,0.414198585,0.698
926,1.2,1.6,0.0001,1,0.884231893,0.406658833,0.49
1026,1.2,1.6,0.001,0.01,0.920278728,0.391186785,0.93
1126,1.2,1.6,0.001,0.016681005,0.920093207,0.391549234,0.93
1226,1.2,1.6,0.001,0.027825594,0.91978086,0.392141374,0.93
1326,1.2,1.6,0.001,0.046415888,0.919251708,0.393094586,0.93
1426,1.2,1.6,0.001,0.077426368,0.918345744,0.394589017,0.93
1526,1.2,1.6,0.001,0.129154967,0.916765843,0.396816365,0.92
1626,1.2,1.6,0.001,0.215443469,0.913915434,0.399778831,0.904
1726,1.2,1.6,0.001,0.359381366,0.90842423,0.402243348,0.85
1826,1.2,1.6,0.001,0.59948425,0.890722179,0.414228221,0.698
1926,1.2,1.6,0.001,1,0.884211265,0.406699641,0.49
2026,1.2,1.6,0.01,0.01,0.92009151,0.391564029,0.93
2126,1.2,1.6,0.01,0.016681005,0.919906426,0.391925654,0.93
2226,1.2,1.6,0.01,0.027825594,0.919594828,0.392516385,0.93
2326,1.2,1.6,0.01,0.046415888,0.919066974,0.393467154,0.93
2426,1.2,1.6,0.01,0.077426368,0.918163313,0.394957255,0.93
2526,1.2,1.6,0.01,0.129154967,0.916587635,0.397176674,0.92
2626,1.2,1.6,0.01,0.215443469,0.913745355,0.400123899,0.904
2726,1.2,1.6,0.01,0.359381366,0.908270893,0.40255711,0.85
2826,1.2,1.6,0.01,0.59948425,0.89057145,0.414538243,0.7
2926,1.2,1.6,0.01,1,0.883998969,0.407120537,0.49
3026,1.2,1.6,0.1,0.01,0.917353011,0.397172491,0.93
3126,1.2,1.6,0.1,0.016681005,0.917172864,0.397524584,0.93
3226,1.2,1.6,0.1,0.027825594,0.916869708,0.398099024,0.93
3326,1.2,1.6,0.1,0.046415888,0.916356504,0.399021548,0.93
3426,1.2,1.6,0.1,0.077426368,0.915478847,0.400461584,0.93
3526,1.2,1.6,0.1,0.129154967,0.913950883,0.402589318,0.92
3626,1.2,1.6,0.1,0.215443469,0.911200607,0.405360195,0.904
3726,1.2,1.6,0.1,0.359381366,0.905916041,0.407430564,0.85
3826,1.2,1.6,0.1,0.59948425,0.888350716,0.419145702,0.7
3926,1.2,1.6,0.1,1,0.881203057,0.412752498,0.492
4026,1.2,1.6,1,0.01,0.821898604,0.597987324,0.88
4126,1.2,1.6,1,0.016681005,0.821809677,0.59815222,0.88
4226,1.2,1.6,1,0.027825594,0.821660204,0.598411874,0.88
4326,1.2,1.6,1,0.046415888,0.821407549,0.598802346,0.88
4426,1.2,1.6,1,0.077426368,0.820976063,0.599335734,0.878
4526,1.2,1.6,1,0.129154967,0.820224321,0.599898433,0.876
4626,1.2,1.6,1,0.215443469,0.818858273,0.599913957,0.866
4726,1.2,1.6,1,0.359381366,0.816092838,0.597093652,0.836
4826,1.2,1.6,1,0.59948425,0.806636052,0.592078117,0.724
4926,1.2,1.6,1,1,0.791369564,0.602859768,0.576
27,1.2,1.7,0.0001,0.01,0.92031293,0.417447508,0.93
127,1.2,1.7,0.0001,0.016681005,0.920138423,0.417789333,0.93
227,1.2,1.7,0.0001,0.027825594,0.91984478,0.418348491,0.93
327,1.2,1.7,0.0001,0.046415888,0.919347768,0.419250622,0.93
427,1.2,1.7,0.0001,0.077426368,0.918498157,0.420670737,0.93
527,1.2,1.7,0.0001,0.129154967,0.917020623,0.42280455,0.92
627,1.2,1.7,0.0001,0.215443469,0.914368945,0.42570049,0.908
727,1.2,1.7,0.0001,0.359381366,0.909308569,0.42843463,0.86
827,1.2,1.7,0.0001,0.59948425,0.891339449,0.444116387,0.726
927,1.2,1.7,0.0001,1,0.888060832,0.424772399,0.508
1027,1.2,1.7,0.001,0.01,0.920295001,0.417483542,0.93
1127,1.2,1.7,0.001,0.016681005,0.920120535,0.417825291,0.93
1227,1.2,1.7,0.001,0.027825594,0.919826961,0.418384319,0.93
1327,1.2,1.7,0.001,0.046415888,0.919330069,0.419286225,0.93
1427,1.2,1.7,0.001,0.077426368,0.91848067,0.420705943,0.93
1527,1.2,1.7,0.001,0.129154967,0.917003523,0.422839031,0.92
1627,1.2,1.7,0.001,0.215443469,0.914352584,0.425733587,0.908
1727,1.2,1.7,0.001,0.359381366,0.909293723,0.428464902,0.86
1827,1.2,1.7,0.001,0.59948425,0.891326828,0.444142663,0.726
1927,1.2,1.7,0.001,1,0.888052764,0.424789083,0.508
2027,1.2,1.7,0.01,0.01,0.920107745,0.417860859,0.93
2127,1.2,1.7,0.01,0.016681005,0.91993369,0.418201834,0.93
2227,1.2,1.7,0.01,0.027825594,0.919640818,0.41875954,0.93
2327,1.2,1.7,0.01,0.046415888,0.91914514,0.419659159,0.93
2427,1.2,1.7,0.01,0.077426368,0.918297891,0.421074836,0.93
2527,1.2,1.7,0.01,0.129154967,0.916824665,0.423200559,0.92
2627,1.2,1.7,0.01,0.215443469,0.914181223,0.426081057,0.908
2727,1.2,1.7,0.01,0.359381366,0.909137713,0.428783655,0.86
2827,1.2,1.7,0.01,0.59948425,0.891194128,0.444419181,0.726
2927,1.2,1.7,0.01,1,0.887965284,0.424970304,0.508
3027,1.2,1.7,0.1,0.01,0.917368815,0.423470152,0.93
3127,1.2,1.7,0.1,0.016681005,0.917199396,0.423802174,0.93
3227,1.2,1.7,0.1,0.027825594,0.916914441,0.424344602,0.93
3327,1.2,1.7,0.1,0.046415888,0.916432474,0.425217785,0.93
3427,1.2,1.7,0.1,0.077426368,0.915609483,0.426586748,0.93
3527,1.2,1.7,0.1,0.129154967,0.914180563,0.428627313,0.92
3627,1.2,1.7,0.1,0.215443469,0.911621953,0.431345157,0.91
3727,1.2,1.7,0.1,0.359381366,0.906752491,0.433715056,0.862
3827,1.2,1.7,0.1,0.59948425,0.889146732,0.448705449,0.726
3927,1.2,1.7,0.1,1,0.886338935,0.428362473,0.51
4027,1.2,1.7,1,0.01,0.82190641,0.624301411,0.88
4127,1.2,1.7,1,0.016681005,0.821822769,0.624457375,0.88
4227,1.2,1.7,1,0.027825594,0.821682247,0.624703881,0.88
4327,1.2,1.7,1,0.046415888,0.821444926,0.625077266,0.88
4427,1.2,1.7,1,0.077426368,0.821040269,0.625595545,0.878
4527,1.2,1.7,1,0.129154967,0.820337492,0.62617039,0.876
4627,1.2,1.7,1,0.215443469,0.819069303,0.626314706,0.866
4727,1.2,1.7,1,0.359381366,0.816553786,0.624094637,0.84
4827,1.2,1.7,1,0.59948425,0.808099683,0.620435897,0.75
4927,1.2,1.7,1,1,0.808655482,0.593040104,0.592
28,1.2,1.8,0.0001,0.01,0.92032739,0.442242443,0.93
128,1.2,1.8,0.0001,0.016681005,0.920162697,0.442565799,0.93
228,1.2,1.8,0.0001,0.027825594,0.919885703,0.443095337,0.93
328,1.2,1.8,0.0001,0.046415888,0.919417251,0.443951351,0.93
428,1.2,1.8,0.0001,0.077426368,0.918617575,0.445303649,0.93
528,1.2,1.8,0.0001,0.129154967,0.917230278,0.447349738,0.92
628,1.2,1.8,0.0001,0.215443469,0.914752014,0.450173223,0.91
728,1.2,1.8,0.0001,0.359381366,0.910064103,0.453070999,0.868
828,1.2,1.8,0.0001,0.59948425,0.893945541,0.466744928,0.742
928,1.2,1.8,0.0001,1,0.895739778,0.437242241,0.546
1028,1.2,1.8,0.001,0.01,0.920309458,0.442278484,0.93
1128,1.2,1.8,0.001,0.016681005,0.920144803,0.442601768,0.93
1228,1.2,1.8,0.001,0.027825594,0.919867874,0.443131184,0.93
1328,1.2,1.8,0.001,0.046415888,0.919399535,0.443986986,0.93
1428,1.2,1.8,0.001,0.077426368,0.918600058,0.445338911,0.93
1528,1.2,1.8,0.001,0.129154967,0.917213122,0.447384324,0.92
1628,1.2,1.8,0.001,0.215443469,0.914735543,0.450206526,0.91
1728,1.2,1.8,0.001,0.359381366,0.910049027,0.453101701,0.868
1828,1.2,1.8,0.001,0.59948425,0.893935099,0.466767015,0.742
1928,1.2,1.8,0.001,1,0.895739133,0.437245073,0.546
2028,1.2,1.8,0.01,0.01,0.920122168,0.442655864,0.93
2128,1.2,1.8,0.01,0.016681005,0.9199579,0.442978419,0.93
2228,1.2,1.8,0.01,0.027825594,0.919681632,0.44350659,0.93
2328,1.2,1.8,0.01,0.046415888,0.919214435,0.444360243,0.93
2428,1.2,1.8,0.01,0.077426368,0.918416971,0.445708382,0.93
2528,1.2,1.8,0.01,0.129154967,0.917033695,0.447746921,0.92
2628,1.2,1.8,0.01,0.215443469,0.914563069,0.450556082,0.91
2728,1.2,1.8,0.01,0.359381366,0.909890681,0.453424818,0.868
2828,1.2,1.8,0.01,0.59948425,0.893823967,0.467002122,0.742
2928,1.2,1.8,0.01,1,0.895725047,0.437289419,0.546
3028,1.2,1.8,0.1,0.01,0.917382856,0.448265895,0.93
3128,1.2,1.8,0.1,0.016681005,0.917222959,0.44858001,0.93
3228,1.2,1.8,0.1,0.027825594,0.916954144,0.449093797,0.93
3328,1.2,1.8,0.1,0.046415888,0.91649983,0.449922606,0.93
3428,1.2,1.8,0.1,0.077426368,0.915725096,0.451226968,0.93
3528,1.2,1.8,0.1,0.129154967,0.91438316,0.45318603,0.92
3628,1.2,1.8,0.1,0.215443469,0.911991189,0.455844334,0.91
3728,1.2,1.8,0.1,0.359381366,0.907478941,0.458406841,0.87
3828,1.2,1.8,0.1,0.59948425,0.892996494,0.470645837,0.76
3928,1.2,1.8,0.1,1,0.88978525,0.450133605,0.548
4028,1.2,1.8,1,0.01,0.821913345,0.649111749,0.88
4128,1.2,1.8,1,0.016681005,0.821834397,0.649259692,0.88
4228,1.2,1.8,1,0.027825594,0.821701815,0.64949429,0.88
4328,1.2,1.8,1,0.046415888,0.82147807,0.649851873,0.88
4428,1.2,1.8,1,0.077426368,0.821097093,0.650355023,0.878
4528,1.2,1.8,1,0.129154967,0.82043725,0.650935888,0.878
4628,1.2,1.8,1,0.215443469,0.819253609,0.651180326,0.87
4728,1.2,1.8,1,0.359381366,0.816944004,0.649432477,0.846
4828,1.2,1.8,1,0.59948425,0.810078987,0.646099992,0.772
4928,1.2,1.8,1,1,0.811391513,0.616021186,0.614
29,1.2,1.9,0.0001,0.01,0.920340321,0.465697877,0.93
129,1.2,1.9,0.0001,0.016681005,0.920184397,0.466004656,0.93
229,1.2,1.9,0.0001,0.027825594,0.919922265,0.466507548,0.93
329,1.2,1.9,0.0001,0.046415888,0.919479272,0.467321902,0.93
429,1.2,1.9,0.0001,0.077426368,0.918723989,0.468612422,0.93
529,1.2,1.9,0.0001,0.129154967,0.917416549,0.470576931,0.922
629,1.2,1.9,0.0001,0.215443469,0.915090396,0.473326239,0.91
729,1.2,1.9,0.0001,0.359381366,0.910725141,0.476322805,0.878
829,1.2,1.9,0.0001,0.59948425,0.899423155,0.478887582,0.74
929,1.2,1.9,0.0001,1,0.890950303,0.465548012,0.538
1029,1.2,1.9,0.001,0.01,0.920322386,0.465733924,0.93
1129,1.2,1.9,0.001,0.016681005,0.920166498,0.466040634,0.93
1229,1.2,1.9,0.001,0.027825594,0.919904428,0.466543411,0.93
1329,1.2,1.9,0.001,0.046415888,0.919461541,0.467357566,0.93
1429,1.2,1.9,0.001,0.077426368,0.918706445,0.468647735,0.93
1529,1.2,1.9,0.001,0.129154967,0.917399343,0.47061161,0.922
1629,1.2,1.9,0.001,0.215443469,0.91507383,0.473359722,0.91
1729,1.2,1.9,0.001,0.359381366,0.910709864,0.476353882,0.878
1829,1.2,1.9,0.001,0.59948425,0.899417545,0.47890039,0.74
1929,1.2,1.9,0.001,1,0.890949368,0.465551582,0.538
2029,1.2,1.9,0.01,0.01,0.920135066,0.466111361,0.93
2129,1.2,1.9,0.01,0.016681005,0.919979544,0.466417382,0.93
2229,1.2,1.9,0.01,0.027825594,0.919718098,0.466918983,0.93
2329,1.2,1.9,0.01,0.046415888,0.919276288,0.467731111,0.93
2429,1.2,1.9,0.01,0.077426368,0.918523086,0.469017717,0.93
2529,1.2,1.9,0.01,0.129154967,0.917219413,0.47097515,0.922
2629,1.2,1.9,0.01,0.215443469,0.914900379,0.473711107,0.91
2729,1.2,1.9,0.01,0.359381366,0.910549476,0.476680814,0.878
2829,1.2,1.9,0.01,0.59948425,0.899354376,0.47904344,0.742
2929,1.2,1.9,0.01,1,0.890932939,0.465602236,0.538
3029,1.2,1.9,0.1,0.01,0.917395413,0.47172205,0.93
3129,1.2,1.9,0.1,0.016681005,0.917244024,0.47202009,0.93
3229,1.2,1.9,0.1,0.027825594,0.916989619,0.472508102,0.93
3329,1.2,1.9,0.1,0.046415888,0.916559957,0.473296798,0.93
3429,1.2,1.9,0.1,0.077426368,0.915828136,0.474542222,0.93
3529,1.2,1.9,0.1,0.129154967,0.914563201,0.476425164,0.92
3629,1.2,1.9,0.1,0.215443469,0.912317452,0.479020525,0.91
3729,1.2,1.9,0.1,0.359381366,0.90811458,0.481707061,0.878
3829,1.2,1.9,0.1,0.59948425,0.897942643,0.482119934,0.742
3929,1.2,1.9,0.1,1,0.889983591,0.467759961,0.54
4029,1.2,1.9,1,0.01,0.821919548,0.672580957,0.88
4129,1.2,1.9,1,0.016681005,0.821844794,0.67272166,0.88
4229,1.2,1.9,1,0.027825594,0.821719303,0.672945425,0.88
4329,1.2,1.9,1,0.046415888,0.821507663,0.67328838,0.88
4429,1.2,1.9,1,0.077426368,0.821147741,0.673776638,0.88
4529,1.2,1.9,1,0.129154967,0.820525856,0.67435909,0.878
4629,1.2,1.9,1,0.215443469,0.819416026,0.67468184,0.872
4729,1.2,1.9,1,0.359381366,0.817279604,0.673312295,0.85
4829,1.2,1.9,1,0.59948425,0.813382746,0.663026058,0.772
4929,1.2,1.9,1,1,0.810004032,0.639115106,0.612
30,1.3,1,0.0001,0.01,0.925443009,0.175023968,0.94
130,1.3,1,0.0001,0.016681005,0.925143626,0.175603691,0.94
230,1.3,1,0.0001,0.027825594,0.924636754,0.17653921,0.94
330,1.3,1,0.0001,0.046415888,0.923769875,0.178012506,0.94
430,1.3,1,0.0001,0.077426368,0.922261033,0.180228126,0.93
530,1.3,1,0.0001,0.129154967,0.919548803,0.183240708,0.916
630,1.3,1,0.0001,0.215443469,0.914357477,0.186084022,0.866
730,1.3,1,0.0001,0.359381366,0.894212979,0.205088643,0.718
830,1.3,1,0.0001,0.59948425,0.891473257,0.189249305,0.52
930,1.3,1,0.0001,1,0.910133292,0.225916537,0.466
1030,1.3,1,0.001,0.01,0.925427657,0.175055331,0.94
1130,1.3,1,0.001,0.016681005,0.925128339,0.175634929,0.94
1230,1.3,1,0.001,0.027825594,0.924621581,0.176570232,0.94
1330,1.3,1,0.001,0.046415888,0.923754902,0.178043147,0.94
1430,1.3,1,0.001,0.077426368,0.922246425,0.18025807,0.93
1530,1.3,1,0.001,0.129154967,0.919534895,0.183269318,0.916
1630,1.3,1,0.001,0.215443469,0.914345006,0.186109902,0.866
1730,1.3,1,0.001,0.359381366,0.894202978,0.205110005,0.718
1830,1.3,1,0.001,0.59948425,0.891465939,0.189265061,0.52
1930,1.3,1,0.001,1,0.910137393,0.225909657,0.466
2030,1.3,1,0.01,0.01,0.925267583,0.175383197,0.94
2130,1.3,1,0.01,0.016681005,0.924968925,0.175961529,0.94
2230,1.3,1,0.01,0.027825594,0.924463311,0.17689464,0.94
2330,1.3,1,0.01,0.046415888,0.923598656,0.178363678,0.94
2430,1.3,1,0.01,0.077426368,0.922093879,0.180571526,0.93
2530,1.3,1,0.01,0.129154967,0.919389439,0.183569238,0.916
2630,1.3,1,0.01,0.215443469,0.914214095,0.186382115,0.866
2730,1.3,1,0.01,0.359381366,0.89409781,0.205334809,0.718
2830,1.3,1,0.01,0.59948425,0.89138741,0.18943416,0.52
2930,1.3,1,0.01,1,0.9101721,0.225854378,0.466
3030,1.3,1,0.1,0.01,0.922962681,0.180184625,0.94
3130,1.3,1,0.1,0.016681005,0.922671408,0.180748475,0.94
3230,1.3,1,0.1,0.027825594,0.92217859,0.181656512,0.94
3330,1.3,1,0.1,0.046415888,0.921336598,0.183081201,0.94
3430,1.3,1,0.1,0.077426368,0.919873266,0.185208088,0.93
3530,1.3,1,0.1,0.129154967,0.91724834,0.188050842,0.916
3630,1.3,1,0.1,0.215443469,0.91223646,0.190546102,0.868
3730,1.3,1,0.1,0.359381366,0.89247787,0.2088078,0.72
3830,1.3,1,0.1,0.59948425,0.890013938,0.192388117,0.522
3930,1.3,1,0.1,1,0.909817047,0.226801712,0.47
4030,1.3,1,1,0.01,0.839060179,0.359112119,0.904
4130,1.3,1,1,0.016681005,0.838893326,0.359414372,0.904
4230,1.3,1,1,0.027825594,0.838612092,0.359879046,0.902
4330,1.3,1,1,0.046415888,0.838134139,0.360545,0.902
4430,1.3,1,1,0.077426368,0.837308635,0.361353784,0.894
4530,1.3,1,1,0.129154967,0.83583285,0.361854179,0.884
4630,1.3,1,1,0.215443469,0.832952861,0.36011584,0.854
4730,1.3,1,1,0.359381366,0.82293943,0.358079665,0.75
4830,1.3,1,1,0.59948425,0.818377511,0.342185904,0.584
4930,1.3,1,1,1,0.836941873,0.375244004,0.53
31,1.3,1.1,0.0001,0.01,0.92548349,0.216336671,0.94
131,1.3,1.1,0.0001,0.016681005,0.925211872,0.216866036,0.94
231,1.3,1.1,0.0001,0.027825594,0.924752632,0.217722999,0.94
331,1.3,1.1,0.0001,0.046415888,0.923969033,0.219080328,0.94
431,1.3,1.1,0.0001,0.077426368,0.922610696,0.221144487,0.93
531,1.3,1.1,0.0001,0.129154967,0.92018774,0.224026405,0.92
631,1.3,1.1,0.0001,0.215443469,0.915617633,0.227123581,0.882
731,1.3,1.1,0.0001,0.359381366,0.900671203,0.240493288,0.764
831,1.3,1.1,0.0001,0.59948425,0.896548126,0.220900144,0.55
931,1.3,1.1,0.0001,1,0.897995721,0.259295532,0.43
1031,1.3,1.1,0.001,0.01,0.925468129,0.216368051,0.94
1131,1.3,1.1,0.001,0.016681005,0.92519657,0.216897303,0.94
1231,1.3,1.1,0.001,0.027825594,0.924737433,0.217754072,0.94
1331,1.3,1.1,0.001,0.046415888,0.923954013,0.219111057,0.94
1431,1.3,1.1,0.001,0.077426368,0.922596002,0.221174595,0.93
1531,1.3,1.1,0.001,0.129154967,0.920173663,0.224055337,0.92
1631,1.3,1.1,0.001,0.215443469,0.915604806,0.227150134,0.882
1731,1.3,1.1,0.001,0.359381366,0.900661754,0.24051347,0.764
1831,1.3,1.1,0.001,0.59948425,0.89654706,0.220903709,0.55
1931,1.3,1.1,0.001,1,0.897980353,0.259326376,0.43
2031,1.3,1.1,0.01,0.01,0.925307967,0.216696086,0.94
2131,1.3,1.1,0.01,0.016681005,0.925037005,0.217224193,0.94
2231,1.3,1.1,0.01,0.027825594,0.924578898,0.218078986,0.94
2331,1.3,1.1,0.01,0.046415888,0.923797295,0.219432493,0.94
2431,1.3,1.1,0.01,0.077426368,0.922442581,0.221489725,0.93
2531,1.3,1.1,0.01,0.129154967,0.920026493,0.224358525,0.92
2631,1.3,1.1,0.01,0.215443469,0.915470305,0.227429178,0.882
2731,1.3,1.1,0.01,0.359381366,0.900561726,0.24072729,0.764
2831,1.3,1.1,0.01,0.59948425,0.896530285,0.220952436,0.552
2931,1.3,1.1,0.01,1,0.897820551,0.259647908,0.43
3031,1.3,1.1,0.1,0.01,0.923002077,0.221499453,0.94
3131,1.3,1.1,0.1,0.016681005,0.922737792,0.222014463,0.94
3231,1.3,1.1,0.1,0.027825594,0.922291221,0.222846649,0.94
3331,1.3,1.1,0.1,0.046415888,0.92152995,0.224160357,0.94
3431,1.3,1.1,0.1,0.077426368,0.92021216,0.226145432,0.93
3531,1.3,1.1,0.1,0.129154967,0.917866172,0.228877556,0.92
3631,1.3,1.1,0.1,0.215443469,0.913452281,0.23167155,0.882
3731,1.3,1.1,0.1,0.359381366,0.898956102,0.244169862,0.764
