,meanx,meany,stx,sty,s,i,r
1451,1.5,1.1,0.001,0.077426368,0.93125218,0.200642866,0.948
1551,1.5,1.1,0.001,0.129154967,0.928829749,0.20367433,0.93
1651,1.5,1.1,0.001,0.215443469,0.924260707,0.207053437,0.894
1751,1.5,1.1,0.001,0.359381366,0.909315678,0.221358551,0.778
1851,1.5,1.1,0.001,0.59948425,0.905345946,0.201728511,0.56
1951,1.5,1.1,0.001,1,0.914154592,0.222197696,0.436
2051,1.5,1.1,0.01,0.01,0.934002711,0.195914053,0.95
2151,1.5,1.1,0.01,0.016681005,0.933731659,0.196459177,0.95
2251,1.5,1.1,0.01,0.027825594,0.933273399,0.197342745,0.95
2351,1.5,1.1,0.01,0.046415888,0.932491524,0.198745365,0.95
2451,1.5,1.1,0.01,0.077426368,0.931136316,0.200887765,0.948
2551,1.5,1.1,0.01,0.129154967,0.928719294,0.203908568,0.93
2651,1.5,1.1,0.01,0.215443469,0.924161211,0.207266114,0.894
2751,1.5,1.1,0.01,0.359381366,0.909245908,0.221513168,0.778
2851,1.5,1.1,0.01,0.59948425,0.905347684,0.201737572,0.558
2951,1.5,1.1,0.01,1,0.914026108,0.222463706,0.436
3051,1.5,1.1,0.1,0.01,0.932299667,0.199565566,0.95
3151,1.5,1.1,0.1,0.016681005,0.932034314,0.200099193,0.95
3251,1.5,1.1,0.1,0.027825594,0.931585896,0.200962917,0.95
3351,1.5,1.1,0.1,0.046415888,0.930821367,0.2023306,0.95
3451,1.5,1.1,0.1,0.077426368,0.929497658,0.204409659,0.95
3551,1.5,1.1,0.1,0.129154967,0.927140422,0.207310488,0.93
3651,1.5,1.1,0.1,0.215443469,0.922703664,0.210425219,0.894
3751,1.5,1.1,0.1,0.359381366,0.908136624,0.223977301,0.78
3851,1.5,1.1,0.1,0.59948425,0.904908544,0.202833396,0.564
3951,1.5,1.1,0.1,1,0.912221572,0.226262419,0.436
4051,1.5,1.1,1,0.01,0.841005945,0.397133644,0.888
4151,1.5,1.1,1,0.016681005,0.840813588,0.397504284,0.886
4251,1.5,1.1,1,0.027825594,0.840491785,0.398086715,0.886
4351,1.5,1.1,1,0.046415888,0.839951943,0.398958985,0.886
4451,1.5,1.1,1,0.077426368,0.839040837,0.400138098,0.884
4551,1.5,1.1,1,0.129154967,0.837481013,0.401325145,0.874
4651,1.5,1.1,1,0.215443469,0.838583903,0.392345737,0.848
4751,1.5,1.1,1,0.359381366,0.830488604,0.39219822,0.77
4851,1.5,1.1,1,0.59948425,0.82322954,0.377835699,0.6
4951,1.5,1.1,1,1,0.811151685,0.439340041,0.478
52,1.5,1.2,0.0001,0.01,0.934169804,0.233352634,0.95
152,1.5,1.2,0.0001,0.016681005,0.933921237,0.233855126,0.95
252,1.5,1.2,0.0001,0.027825594,0.933501448,0.234671731,0.95
352,1.5,1.2,0.0001,0.046415888,0.932786536,0.235974121,0.95
452,1.5,1.2,0.0001,0.077426368,0.931551414,0.237981169,0.95
552,1.5,1.2,0.0001,0.129154967,0.929361939,0.240867239,0.936
652,1.5,1.2,0.0001,0.215443469,0.925282825,0.244315478,0.904
752,1.5,1.2,0.0001,0.359381366,0.91480418,0.24997376,0.798
852,1.5,1.2,0.0001,0.59948425,0.909298817,0.227674059,0.568
952,1.5,1.2,0.0001,1,0.916423038,0.230578437,0.432
1052,1.5,1.2,0.001,0.01,0.934158088,0.233377256,0.95
1152,1.5,1.2,0.001,0.016681005,0.933909568,0.233879656,0.95
1252,1.5,1.2,0.001,0.027825594,0.933489859,0.234696103,0.95
1352,1.5,1.2,0.001,0.046415888,0.932775088,0.235998215,0.95
1452,1.5,1.2,0.001,0.077426368,0.93154022,0.238004761,0.95
1552,1.5,1.2,0.001,0.129154967,0.929351223,0.240889891,0.936
1652,1.5,1.2,0.001,0.215443469,0.925273066,0.244336252,0.904
1752,1.5,1.2,0.001,0.359381366,0.914800055,0.249983361,0.798
1852,1.5,1.2,0.001,0.59948425,0.909300554,0.227671762,0.568
1952,1.5,1.2,0.001,1,0.916431202,0.230563281,0.432
2052,1.5,1.2,0.01,0.01,0.934036329,0.233633805,0.95
2152,1.5,1.2,0.01,0.016681005,0.933788281,0.234135272,0.95
2252,1.5,1.2,0.01,0.027825594,0.933369383,0.234950112,0.95
2352,1.5,1.2,0.01,0.046415888,0.932656037,0.236249408,0.95
2452,1.5,1.2,0.01,0.077426368,0.93142374,0.238250879,0.95
2552,1.5,1.2,0.01,0.129154967,0.929239574,0.241126481,0.936
2652,1.5,1.2,0.01,0.215443469,0.925171083,0.244553816,0.904
2752,1.5,1.2,0.01,0.359381366,0.914754749,0.250088447,0.798
2852,1.5,1.2,0.01,0.59948425,0.909313383,0.227658818,0.568
2952,1.5,1.2,0.01,1,0.916508321,0.230421697,0.432
3052,1.5,1.2,0.1,0.01,0.932332585,0.23728673,0.95
3152,1.5,1.2,0.1,0.016681005,0.932089737,0.237777705,0.95
3252,1.5,1.2,0.1,0.027825594,0.931679798,0.238574481,0.95
3352,1.5,1.2,0.1,0.046415888,0.930982176,0.2398421,0.95
3452,1.5,1.2,0.1,0.077426368,0.929778264,0.241786474,0.95
3552,1.5,1.2,0.1,0.129154967,0.927647498,0.244554875,0.938
3652,1.5,1.2,0.1,0.215443469,0.92368599,0.24776799,0.904
3752,1.5,1.2,0.1,0.359381366,0.913868192,0.252105854,0.798
3852,1.5,1.2,0.1,0.59948425,0.908958083,0.228594597,0.57
3952,1.5,1.2,0.1,1,0.916796612,0.230071377,0.432
4052,1.5,1.2,1,0.01,0.841029911,0.434874841,0.888
4152,1.5,1.2,1,0.016681005,0.840853643,0.435217057,0.886
4252,1.5,1.2,1,0.027825594,0.840558844,0.435757775,0.886
4352,1.5,1.2,1,0.046415888,0.844108892,0.427614608,0.882
4452,1.5,1.2,1,0.077426368,0.84324935,0.428807082,0.882
4552,1.5,1.2,1,0.129154967,0.841782846,0.430146589,0.874
4652,1.5,1.2,1,0.215443469,0.839201855,0.430447577,0.852
4752,1.5,1.2,1,0.359381366,0.835158454,0.42336697,0.786
4852,1.5,1.2,1,0.59948425,0.825787452,0.407791793,0.608
4952,1.5,1.2,1,1,0.809646148,0.460118311,0.48
53,1.5,1.3,0.0001,0.01,0.934198276,0.26805626,0.95
153,1.5,1.3,0.0001,0.016681005,0.933969155,0.268521478,0.95
253,1.5,1.3,0.0001,0.027825594,0.933582577,0.26927909,0.95
353,1.5,1.3,0.0001,0.046415888,0.932925289,0.270491872,0.95
453,1.5,1.3,0.0001,0.077426368,0.931792904,0.272373829,0.95
553,1.5,1.3,0.0001,0.129154967,0.929795864,0.275120346,0.94
653,1.5,1.3,0.0001,0.215443469,0.926113118,0.278560717,0.908
753,1.5,1.3,0.0001,0.359381366,0.919108523,0.278487023,0.814
853,1.5,1.3,0.0001,0.59948425,0.899832894,0.28815626,0.61
953,1.5,1.3,0.0001,1,0.927021282,0.239564616,0.464
1053,1.5,1.3,0.001,0.01,0.934186554,0.268080892,0.95
1153,1.5,1.3,0.001,0.016681005,0.933957477,0.268546027,0.95
1253,1.5,1.3,0.001,0.027825594,0.933570973,0.269303493,0.95
1353,1.5,1.3,0.001,0.046415888,0.932913813,0.270516021,0.95
1453,1.5,1.3,0.001,0.077426368,0.93178166,0.272397521,0.95
1553,1.5,1.3,0.001,0.129154967,0.929785051,0.275143189,0.94
1653,1.5,1.3,0.001,0.215443469,0.926103158,0.278581883,0.908
1753,1.5,1.3,0.001,0.359381366,0.919099959,0.278505471,0.814
1853,1.5,1.3,0.001,0.59948425,0.899823688,0.288176625,0.61
1953,1.5,1.3,0.001,1,0.927023973,0.239560254,0.464
2053,1.5,1.3,0.01,0.01,0.934064742,0.268337547,0.95
2153,1.5,1.3,0.01,0.016681005,0.933836098,0.268801823,0.95
2253,1.5,1.3,0.01,0.027825594,0.933450339,0.269557816,0.95
2353,1.5,1.3,0.01,0.046415888,0.932794481,0.270767768,0.95
2453,1.5,1.3,0.01,0.077426368,0.931664667,0.27264465,0.95
2553,1.5,1.3,0.01,0.129154967,0.929672421,0.275381714,0.94
2653,1.5,1.3,0.01,0.215443469,0.925999155,0.27880342,0.908
2753,1.5,1.3,0.01,0.359381366,0.919010085,0.27869942,0.814
2853,1.5,1.3,0.01,0.59948425,0.899728172,0.288388044,0.61
2953,1.5,1.3,0.01,1,0.927045693,0.239528048,0.464
3053,1.5,1.3,0.1,0.01,0.932360408,0.271991664,0.95
3153,1.5,1.3,0.1,0.016681005,0.932136546,0.272446291,0.95
3253,1.5,1.3,0.1,0.027825594,0.931759005,0.273185708,0.95
3353,1.5,1.3,0.1,0.046415888,0.931117525,0.274366693,0.95
3453,1.5,1.3,0.1,0.077426368,0.93001353,0.276191624,0.95
3553,1.5,1.3,0.1,0.129154967,0.92806949,0.27883188,0.94
3653,1.5,1.3,0.1,0.215443469,0.92449169,0.282062344,0.908
3753,1.5,1.3,0.1,0.359381366,0.917661573,0.28164135,0.816
3853,1.5,1.3,0.1,0.59948425,0.898395526,0.291345822,0.612
3953,1.5,1.3,0.1,1,0.928090451,0.236000477,0.462
4053,1.5,1.3,1,0.01,0.845125838,0.460565501,0.884
4153,1.5,1.3,1,0.016681005,0.844958007,0.460894766,0.884
4253,1.5,1.3,1,0.027825594,0.844677377,0.461418392,0.882
4353,1.5,1.3,1,0.046415888,0.844207115,0.462220871,0.882
4453,1.5,1.3,1,0.077426368,0.843415409,0.463362604,0.882
4553,1.5,1.3,1,0.129154967,0.842068274,0.464715504,0.874
4653,1.5,1.3,1,0.215443469,0.839714179,0.465355723,0.86
4753,1.5,1.3,1,0.359381366,0.835226048,0.460084508,0.796
4853,1.5,1.3,1,0.59948425,0.821882427,0.456545599,0.646
4953,1.5,1.3,1,1,0.822607412,0.460794694,0.498
54,1.5,1.4,0.0001,0.01,0.934222656,0.300190714,0.95
154,1.5,1.4,0.0001,0.016681005,0.93401016,0.300623802,0.95
254,1.5,1.4,0.0001,0.027825594,0.933651925,0.301330343,0.95
354,1.5,1.4,0.0001,0.046415888,0.933043668,0.302464923,0.95
454,1.5,1.4,0.0001,0.077426368,0.931998252,0.304235779,0.95
554,1.5,1.4,0.0001,0.129154967,0.930162555,0.306851462,0.94
654,1.5,1.4,0.0001,0.215443469,0.926806102,0.310243694,0.918
754,1.5,1.4,0.0001,0.359381366,0.920250778,0.312089827,0.844
854,1.5,1.4,0.0001,0.59948425,0.907615294,0.312194063,0.664
954,1.5,1.4,0.0001,1,0.877957722,0.371724491,0.47
1054,1.5,1.4,0.001,0.01,0.93421093,0.300215355,0.95
1154,1.5,1.4,0.001,0.016681005,0.933998474,0.300648365,0.95
1254,1.5,1.4,0.001,0.027825594,0.933640307,0.301354772,0.95
1354,1.5,1.4,0.001,0.046415888,0.933032168,0.302489118,0.95
1454,1.5,1.4,0.001,0.077426368,0.931986965,0.304259555,0.95
1554,1.5,1.4,0.001,0.129154967,0.930151661,0.306874464,0.94
1654,1.5,1.4,0.001,0.215443469,0.926795977,0.310265184,0.918
1754,1.5,1.4,0.001,0.359381366,0.920242195,0.312108299,0.844
1854,1.5,1.4,0.001,0.59948425,0.907612461,0.312201111,0.664
1954,1.5,1.4,0.001,1,0.877937444,0.371766804,0.47
2054,1.5,1.4,0.01,0.01,0.934089072,0.3004721,0.95
2154,1.5,1.4,0.01,0.016681005,0.933877018,0.300904316,0.95
2254,1.5,1.4,0.01,0.027825594,0.933519538,0.301609362,0.95
2354,1.5,1.4,0.01,0.046415888,0.932912599,0.302741336,0.95
2454,1.5,1.4,0.01,0.077426368,0.93186954,0.304507537,0.95
2554,1.5,1.4,0.01,0.129154967,0.930038209,0.307114607,0.94
2654,1.5,1.4,0.01,0.215443469,0.926690305,0.310490004,0.918
2754,1.5,1.4,0.01,0.359381366,0.920152108,0.312302537,0.842
2854,1.5,1.4,0.01,0.59948425,0.907580524,0.312279714,0.666
2954,1.5,1.4,0.01,1,0.877732986,0.372194053,0.47
3054,1.5,1.4,0.1,0.01,0.932384233,0.304127237,0.95
3154,1.5,1.4,0.1,0.016681005,0.932176605,0.30455052,0.95
3254,1.5,1.4,0.1,0.027825594,0.931826717,0.305240254,0.95
3354,1.5,1.4,0.1,0.046415888,0.931233018,0.306345546,0.95
3454,1.5,1.4,0.1,0.077426368,0.930213631,0.308064108,0.95
3554,1.5,1.4,0.1,0.129154967,0.928426204,0.310582981,0.94
3654,1.5,1.4,0.1,0.215443469,0.925164365,0.313785901,0.918
3754,1.5,1.4,0.1,0.359381366,0.918799233,0.315252755,0.842
3854,1.5,1.4,0.1,0.59948425,0.906872219,0.313937832,0.666
3954,1.5,1.4,0.1,1,0.875491668,0.37693674,0.472
4054,1.5,1.4,1,0.01,0.845143764,0.492714299,0.884
4154,1.5,1.4,1,0.016681005,0.844987959,0.493021573,0.884
4254,1.5,1.4,1,0.027825594,0.844727491,0.493512033,0.882
4354,1.5,1.4,1,0.046415888,0.844291197,0.494268927,0.882
4454,1.5,1.4,1,0.077426368,0.843557356,0.495361711,0.882
4554,1.5,1.4,1,0.129154967,0.842311391,0.496710089,0.878
4654,1.5,1.4,1,0.215443469,0.840146334,0.497584354,0.862
4754,1.5,1.4,1,0.359381366,0.836127231,0.494189474,0.814
4854,1.5,1.4,1,0.59948425,0.833160684,0.474897629,0.694
4954,1.5,1.4,1,1,0.778364482,0.58233241,0.506
55,1.5,1.5,0.0001,0.01,0.934243768,0.330110328,0.95
155,1.5,1.5,0.0001,0.016681005,0.934045648,0.330515433,0.95
255,1.5,1.5,0.0001,0.027825594,0.933711884,0.331177337,0.95
355,1.5,1.5,0.0001,0.046415888,0.933145853,0.332243099,0.95
455,1.5,1.5,0.0001,0.077426368,0.932175009,0.333914772,0.95
555,1.5,1.5,0.0001,0.129154967,0.930476538,0.336408785,0.94
655,1.5,1.5,0.0001,0.215443469,0.927393271,0.339730887,0.92
755,1.5,1.5,0.0001,0.359381366,0.921399053,0.342334298,0.858
855,1.5,1.5,0.0001,0.59948425,0.901907837,0.356616095,0.678
955,1.5,1.5,0.0001,1,0.906458599,0.335476287,0.494
1055,1.5,1.5,0.001,0.01,0.934232038,0.330134978,0.95
1155,1.5,1.5,0.001,0.016681005,0.934033955,0.33054001,0.95
1255,1.5,1.5,0.001,0.027825594,0.933700254,0.331201788,0.95
1355,1.5,1.5,0.001,0.046415888,0.933134334,0.332267333,0.95
1455,1.5,1.5,0.001,0.077426368,0.932163686,0.333938621,0.95
1555,1.5,1.5,0.001,0.129154967,0.930465575,0.336431923,0.94
1655,1.5,1.5,0.001,0.215443469,0.927383008,0.339752649,0.92
1755,1.5,1.5,0.001,0.359381366,0.92139023,0.342353236,0.858
1855,1.5,1.5,0.001,0.59948425,0.901902107,0.356628993,0.678
1955,1.5,1.5,0.001,1,0.90644054,0.335513333,0.494
2055,1.5,1.5,0.01,0.01,0.93411014,0.330391801,0.95
2155,1.5,1.5,0.01,0.016681005,0.933912431,0.330796094,0.95
2255,1.5,1.5,0.01,0.027825594,0.933579369,0.331456608,0.95
2355,1.5,1.5,0.01,0.046415888,0.933014561,0.332519954,0.95
2455,1.5,1.5,0.01,0.077426368,0.932045891,0.334187332,0.95
2555,1.5,1.5,0.01,0.129154967,0.930351428,0.336673439,0.94
2655,1.5,1.5,0.01,0.215443469,0.927275936,0.339980224,0.92
2755,1.5,1.5,0.01,0.359381366,0.921297717,0.342552209,0.858
2855,1.5,1.5,0.01,0.59948425,0.901841297,0.356765836,0.678
2955,1.5,1.5,0.01,1,0.906256053,0.335892548,0.494
3055,1.5,1.5,0.1,0.01,0.932404865,0.334047818,0.95
3155,1.5,1.5,0.1,0.016681005,0.932211275,0.334443798,0.95
3255,1.5,1.5,0.1,0.027825594,0.931885266,0.335090084,0.95
3355,1.5,1.5,0.1,0.046415888,0.931332726,0.336128704,0.95
3455,1.5,1.5,0.1,0.077426368,0.930385905,0.337752103,0.95
3555,1.5,1.5,0.1,0.129154967,0.928731727,0.340157259,0.94
3655,1.5,1.5,0.1,0.215443469,0.925734504,0.343307136,0.92
3755,1.5,1.5,0.1,0.359381366,0.919917656,0.345556589,0.858
3855,1.5,1.5,0.1,0.59948425,0.900854323,0.358979485,0.686
3955,1.5,1.5,0.1,1,0.903997519,0.340609544,0.494
4055,1.5,1.5,1,0.01,0.845159298,0.522646314,0.884
4155,1.5,1.5,1,0.016681005,0.84501391,0.52293434,0.884
4255,1.5,1.5,1,0.027825594,0.844770899,0.523395532,0.882
4355,1.5,1.5,1,0.046415888,0.84436399,0.524111464,0.882
4455,1.5,1.5,1,0.077426368,0.843680097,0.525157759,0.882
4555,1.5,1.5,1,0.129154967,0.84252101,0.526490434,0.88
4655,1.5,1.5,1,0.215443469,0.840516078,0.527527774,0.864
4755,1.5,1.5,1,0.359381366,0.836848071,0.525308099,0.826
4855,1.5,1.5,1,0.59948425,0.824256496,0.526283606,0.708
4955,1.5,1.5,1,1,0.809580465,0.540170596,0.532
56,1.5,1.6,0.0001,0.01,0.934262227,0.358100836,0.95
156,1.5,1.6,0.0001,0.016681005,0.934076661,0.358481351,0.95
256,1.5,1.6,0.0001,0.027825594,0.933764239,0.359103909,0.95
356,1.5,1.6,0.0001,0.046415888,0.933234956,0.36010866,0.95
456,1.5,1.6,0.0001,0.077426368,0.932328759,0.361691346,0.95
556,1.5,1.6,0.0001,0.129154967,0.930748432,0.364072642,0.94
656,1.5,1.6,0.0001,0.215443469,0.927897204,0.367312953,0.926
756,1.5,1.6,0.0001,0.359381366,0.922404312,0.370312934,0.87
856,1.5,1.6,0.0001,0.59948425,0.904733723,0.383980888,0.714
956,1.5,1.6,0.0001,1,0.901318919,0.369494182,0.504
1056,1.5,1.6,0.001,0.01,0.934250494,0.358125492,0.95
1156,1.5,1.6,0.001,0.016681005,0.934064962,0.358505939,0.95
1256,1.5,1.6,0.001,0.027825594,0.9337526,0.35912838,0.95
1356,1.5,1.6,0.001,0.046415888,0.933223419,0.360132929,0.95
1456,1.5,1.6,0.001,0.077426368,0.932317404,0.361715257,0.95
1556,1.5,1.6,0.001,0.129154967,0.93073741,0.364095896,0.94
1656,1.5,1.6,0.001,0.215443469,0.927886823,0.367334946,0.926
1756,1.5,1.6,0.001,0.359381366,0.922395252,0.370332336,0.87
1856,1.5,1.6,0.001,0.59948425,0.904724768,0.384000203,0.714
1956,1.5,1.6,0.001,1,0.901305334,0.369522411,0.504
2056,1.5,1.6,0.01,0.01,0.934128562,0.358382383,0.95
2156,1.5,1.6,0.01,0.016681005,0.933943379,0.35876214,0.95
2256,1.5,1.6,0.01,0.027825594,0.933631614,0.3593834,0.95
2356,1.5,1.6,0.01,0.046415888,0.933103468,0.360385901,0.95
2456,1.5,1.6,0.01,0.077426368,0.932199291,0.361964598,0.95
2556,1.5,1.6,0.01,0.129154967,0.930622665,0.36433859,0.94
2656,1.5,1.6,0.01,0.215443469,0.927778562,0.367564862,0.926
2756,1.5,1.6,0.01,0.359381366,0.922300343,0.370536004,0.87
2856,1.5,1.6,0.01,0.59948425,0.904631599,0.384201473,0.714
2956,1.5,1.6,0.01,1,0.901165841,0.369812864,0.504
3056,1.5,1.6,0.1,0.01,0.932422905,0.36203917,0.95
3156,1.5,1.6,0.1,0.016681005,0.932241575,0.362411152,0.95
3256,1.5,1.6,0.1,0.027825594,0.931936395,0.363019126,0.95
3356,1.5,1.6,0.1,0.046415888,0.931419678,0.36399859,0.95
3456,1.5,1.6,0.1,0.077426368,0.930535781,0.365536456,0.95
3556,1.5,1.6,0.1,0.129154967,0.928996359,0.367835672,0.94
3656,1.5,1.6,0.1,0.215443469,0.926223966,0.370918138,0.928
3756,1.5,1.6,0.1,0.359381366,0.920893664,0.373593499,0.87
3856,1.5,1.6,0.1,0.59948425,0.903311265,0.387082434,0.716
3956,1.5,1.6,0.1,1,0.899378618,0.37358999,0.504
4056,1.5,1.6,1,0.01,0.845172889,0.550647649,0.884
4156,1.5,1.6,1,0.016681005,0.845036612,0.550918689,0.884
4256,1.5,1.6,1,0.027825594,0.844808863,0.55135387,0.882
4356,1.5,1.6,1,0.046415888,0.844427625,0.552032852,0.882
4456,1.5,1.6,1,0.077426368,0.843787291,0.55303538,0.882
4556,1.5,1.6,1,0.129154967,0.842703643,0.554345426,0.88
4656,1.5,1.6,1,0.215443469,0.840836215,0.555496538,0.87
4756,1.5,1.6,1,0.359381366,0.837457277,0.55409955,0.832
4856,1.5,1.6,1,0.59948425,0.825761741,0.554875601,0.726
4956,1.5,1.6,1,1,0.808955607,0.567525555,0.55
57,1.5,1.7,0.0001,0.01,0.934278503,0.384396009,0.95
157,1.5,1.7,0.0001,0.016681005,0.934103995,0.384754747,0.95
257,1.5,1.7,0.0001,0.027825594,0.933810351,0.385342365,0.95
357,1.5,1.7,0.0001,0.046415888,0.933313336,0.386292667,0.95
457,1.5,1.7,0.0001,0.077426368,0.932463721,0.387795127,0.95
557,1.5,1.7,0.0001,0.129154967,0.930986178,0.390072144,0.942
657,1.5,1.7,0.0001,0.215443469,0.928334483,0.393225091,0.93
757,1.5,1.7,0.0001,0.359381366,0.923274074,0.396449698,0.882
857,1.5,1.7,0.0001,0.59948425,0.905308144,0.41388874,0.746
957,1.5,1.7,0.0001,1,0.902856533,0.391613332,0.516
1057,1.5,1.7,0.001,0.01,0.934266767,0.384420671,0.95
1157,1.5,1.7,0.001,0.016681005,0.934092292,0.384779345,0.95
1257,1.5,1.7,0.001,0.027825594,0.933798703,0.385366854,0.95
1357,1.5,1.7,0.001,0.046415888,0.933301784,0.386316966,0.95
1457,1.5,1.7,0.001,0.077426368,0.932452338,0.387819092,0.95
1557,1.5,1.7,0.001,0.129154967,0.930975105,0.3900955,0.942
1657,1.5,1.7,0.001,0.215443469,0.928324002,0.393247283,0.93
1757,1.5,1.7,0.001,0.359381366,0.923264804,0.396469513,0.882
1857,1.5,1.7,0.001,0.59948425,0.905300634,0.413905228,0.746
1957,1.5,1.7,0.001,1,0.902853402,0.391620422,0.516
2057,1.5,1.7,0.01,0.01,0.934144805,0.384677623,0.95
2157,1.5,1.7,0.01,0.016681005,0.933970657,0.385035648,0.95
2257,1.5,1.7,0.01,0.027825594,0.933677628,0.385622049,0.95
2357,1.5,1.7,0.01,0.046415888,0.933181678,0.386570244,0.95
2457,1.5,1.7,0.01,0.077426368,0.932333946,0.388068983,0.95
2557,1.5,1.7,0.01,0.129154967,0.930859841,0.390339217,0.942
2657,1.5,1.7,0.01,0.215443469,0.928214718,0.393479213,0.93
2757,1.5,1.7,0.01,0.359381366,0.923167763,0.396677365,0.88
2857,1.5,1.7,0.01,0.59948425,0.905221879,0.414078288,0.746
2957,1.5,1.7,0.01,1,0.902818092,0.391700204,0.516
3057,1.5,1.7,0.1,0.01,0.932438813,0.388335087,0.95
3157,1.5,1.7,0.1,0.016681005,0.932268282,0.388685811,0.95
3257,1.5,1.7,0.1,0.027825594,0.93198143,0.389259751,0.95
3357,1.5,1.7,0.1,0.046415888,0.931496175,0.390186385,0.95
3457,1.5,1.7,0.1,0.077426368,0.930667363,0.391647025,0.95
3557,1.5,1.7,0.1,0.129154967,0.929227806,0.393847806,0.942
3657,1.5,1.7,0.1,0.215443469,0.926648805,0.39685516,0.93
3757,1.5,1.7,0.1,0.359381366,0.92173744,0.399782076,0.882
3857,1.5,1.7,0.1,0.59948425,0.904041569,0.416685691,0.746
3957,1.5,1.7,0.1,1,0.90203718,0.393444212,0.518
4057,1.5,1.7,1,0.01,0.845184879,0.576952358,0.884
4157,1.5,1.7,1,0.016681005,0.845056638,0.577208298,0.884
4257,1.5,1.7,1,0.027825594,0.844842348,0.577620218,0.882
4357,1.5,1.7,1,0.046415888,0.84448373,0.578265737,0.882
4457,1.5,1.7,1,0.077426368,0.843881721,0.579227254,0.882
4557,1.5,1.7,1,0.129154967,0.842864211,0.580510499,0.88
4657,1.5,1.7,1,0.215443469,0.841116229,0.581740358,0.87
4757,1.5,1.7,1,0.359381366,0.837981424,0.580948257,0.84
4857,1.5,1.7,1,0.59948425,0.827108528,0.583314977,0.748
4957,1.5,1.7,1,1,0.82473047,0.559497942,0.57
58,1.5,1.8,0.0001,0.01,0.934292963,0.409189543,0.95
158,1.5,1.8,0.0001,0.016681005,0.934128269,0.409528861,0.95
258,1.5,1.8,0.0001,0.027825594,0.933851274,0.410085245,0.95
358,1.5,1.8,0.0001,0.046415888,0.93338282,0.410986661,0.95
458,1.5,1.8,0.0001,0.077426368,0.932583139,0.412416465,0.95
558,1.5,1.8,0.0001,0.129154967,0.931195835,0.414597013,0.946
658,1.5,1.8,0.0001,0.215443469,0.928717555,0.417660696,0.93
758,1.5,1.8,0.0001,0.359381366,0.924029614,0.421012838,0.892
858,1.5,1.8,0.0001,0.59948425,0.907908414,0.436269135,0.76
958,1.5,1.8,0.0001,1,0.909946162,0.406112498,0.556
1058,1.5,1.8,0.001,0.01,0.934281225,0.40921421,0.95
1158,1.5,1.8,0.001,0.016681005,0.934116561,0.409553468,0.95
1258,1.5,1.8,0.001,0.027825594,0.933839618,0.410109749,0.95
1358,1.5,1.8,0.001,0.046415888,0.933371254,0.411010987,0.95
1458,1.5,1.8,0.001,0.077426368,0.932571732,0.412440477,0.95
1558,1.5,1.8,0.001,0.129154967,0.931184716,0.414620456,0.946
1658,1.5,1.8,0.001,0.215443469,0.928706985,0.41768306,0.93
1758,1.5,1.8,0.001,0.359381366,0.924020159,0.421033015,0.892
1858,1.5,1.8,0.001,0.59948425,0.907902655,0.436282085,0.76
1958,1.5,1.8,0.001,1,0.90994816,0.406109558,0.556
2058,1.5,1.8,0.01,0.01,0.934159235,0.409471215,0.95
2158,1.5,1.8,0.01,0.016681005,0.933994881,0.409809861,0.95
2258,1.5,1.8,0.01,0.027825594,0.933718465,0.4103651,0.95
2358,1.5,1.8,0.01,0.046415888,0.933251011,0.411264537,0.95
2458,1.5,1.8,0.01,0.077426368,0.932453096,0.412690852,0.95
2558,1.5,1.8,0.01,0.129154967,0.931068998,0.414865069,0.948
2658,1.5,1.8,0.01,0.215443469,0.928596813,0.41791674,0.93
2758,1.5,1.8,0.01,0.359381366,0.923921255,0.421244527,0.892
2858,1.5,1.8,0.01,0.59948425,0.907841268,0.43642008,0.76
2958,1.5,1.8,0.01,1,0.909963739,0.406089879,0.556
3058,1.5,1.8,0.1,0.01,0.932452945,0.413129281,0.95
3158,1.5,1.8,0.1,0.016681005,0.932292,0.413461044,0.95
3258,1.5,1.8,0.1,0.027825594,0.932021399,0.414004551,0.95
3358,1.5,1.8,0.1,0.046415888,0.931563995,0.414883726,0.95
3458,1.5,1.8,0.1,0.077426368,0.930783808,0.416274338,0.95
3558,1.5,1.8,0.1,0.129154967,0.929431947,0.418383734,0.95
3658,1.5,1.8,0.1,0.215443469,0.927021073,0.421312382,0.93
3758,1.5,1.8,0.1,0.359381366,0.92247028,0.424390497,0.892
3858,1.5,1.8,0.1,0.59948425,0.906819486,0.438709451,0.762
3958,1.5,1.8,0.1,1,0.909650725,0.406926636,0.558
4058,1.5,1.8,1,0.01,0.845195535,0.601754355,0.884
4158,1.5,1.8,1,0.016681005,0.845074436,0.601996784,0.884
4258,1.5,1.8,1,0.027825594,0.844872101,0.602387784,0.882
4358,1.5,1.8,1,0.046415888,0.844533567,0.603002881,0.882
4458,1.5,1.8,1,0.077426368,0.843965542,0.603926061,0.882
4558,1.5,1.8,1,0.129154967,0.8430065,0.605180136,0.88
4658,1.5,1.8,1,0.215443469,0.841363304,0.606463418,0.87
4758,1.5,1.8,1,0.359381366,0.838437983,0.606129325,0.844
4858,1.5,1.8,1,0.59948425,0.829348713,0.608259084,0.77
4958,1.5,1.8,1,1,0.829334004,0.580050248,0.604
59,1.5,1.9,0.0001,0.01,0.934305895,0.432643723,0.95
159,1.5,1.9,0.0001,0.016681005,0.93414997,0.432965614,0.95
