,meanx,meany,stx,sty,s,i,r
0,1.28,1.21,0.001,1e-05,0.9069807119608045,0.29959856228363774,0.9099999999999999
1,1.28,1.21,0.001,1.1233240329780266e-05,0.9069806742813652,0.29959863500804085,0.9099999999999999
2,1.28,1.21,0.001,1.2618568830660211e-05,0.9069806319550878,0.2995987167006753,0.9099999999999999
3,1.28,1.21,0.001,1.4174741629268048e-05,0.9069805844088904,0.2995988084674247,0.9099999999999999
4,1.28,1.21,0.001,1.5922827933410938e-05,0.906980530999013,0.29959891155052587,0.9099999999999999
5,1.28,1.21,0.001,1.7886495290574353e-05,0.9069804710022984,0.2995990273453753,0.9099999999999999
6,1.28,1.21,0.001,2.0092330025650458e-05,0.9069804036064015,0.2995991574194073,0.9099999999999999
7,1.28,1.21,0.001,2.2570197196339216e-05,0.9069803278987868,0.29959930353329983,0.9099999999999999
8,1.28,1.21,0.001,2.5353644939701114e-05,0.9069802428543717,0.2995994676647872,0.9099999999999999
9,1.28,1.21,0.001,2.848035868435799e-05,0.9069801473216433,0.2995996520354117,0.9099999999999999
10,1.28,1.21,0.001,3.199267137797385e-05,0.9069800400070644,0.29959985914056403,0.9099999999999999
11,1.28,1.21,0.001,3.5938136638046256e-05,0.9069799194575525,0.2996000917832239,0.9099999999999999
12,1.28,1.21,0.001,4.037017258596558e-05,0.9069797840408003,0.29960035311185446,0.9099999999999999
13,1.28,1.21,0.001,4.534878508128582e-05,0.9069796319231657,0.2996006466629576,0.9099999999999999
14,1.28,1.21,0.001,5.0941380148163754e-05,0.9069794610448338,0.2996009764088647,0.9099999999999999
15,1.28,1.21,0.001,5.72236765935022e-05,0.9069792690919151,0.2996013468114047,0.9099999999999999
16,1.28,1.21,0.001,6.428073117284319e-05,0.9069790534650967,0.2996017628821712,0.9099999999999999
17,1.28,1.21,0.001,7.220809018385456e-05,0.9069788112444266,0.2996022302501936,0.9099999999999999
18,1.28,1.21,0.001,8.111308307896872e-05,0.9069785391497517,0.29960275523791935,0.9099999999999999
19,1.28,1.21,0.001,9.111627561154887e-05,0.9069782334962664,0.29960334494652785,0.9099999999999999
20,1.28,1.21,0.001,0.00010235310218990269,0.9069778901445782,0.29960400735171017,0.9099999999999999
21,1.28,1.21,0.001,0.00011497569953977356,0.9069775044446015,0.29960475141119447,0.9099999999999999
22,1.28,1.21,0.001,0.0001291549665014884,0.9069770711725251,0.2996055871854452,0.9099999999999999
23,1.28,1.21,0.001,0.000145082877849594,0.9069765844599876,0.2996065259731453,0.9099999999999999
24,1.28,1.21,0.001,0.00016297508346206434,0.9069760377145057,0.29960758046324576,0.9099999999999999
25,1.28,1.21,0.001,0.0001830738280295368,0.9069754235300614,0.2996087649056028,0.9099999999999999
26,1.28,1.21,0.001,0.00020565123083486514,0.9069747335866396,0.29961009530243804,0.9099999999999999
27,1.28,1.21,0.001,0.0002310129700083158,0.9069739585373361,0.2996115896231458,0.9099999999999999
28,1.28,1.21,0.001,0.00025950242113997375,0.9069730878815008,0.2996132680452449,0.9099999999999999
29,1.28,1.21,0.001,0.0002915053062825176,0.9069721098221774,0.2996151532246173,0.9099999999999999
30,1.28,1.21,0.001,0.00032745491628777284,0.9069710111058914,0.29961727059852994,0.9099999999999999
31,1.28,1.21,0.001,0.0003678379771828634,0.9069697768425892,0.29961964872533986,0.9099999999999999
32,1.28,1.21,0.001,0.00041320124001153346,0.9069683903032544,0.29962231966522845,0.9099999999999999
33,1.28,1.21,0.001,0.0004641588833612782,0.9069668326924223,0.2996253194067982,0.9099999999999999
34,1.28,1.21,0.001,0.0005214008287999684,0.9069650828924569,0.299628688344901,0.9099999999999999
35,1.28,1.21,0.001,0.0005857020818056667,0.9069631171760584,0.299632471815658,0.9099999999999999
36,1.28,1.21,0.001,0.0006579332246575682,0.9069609088830252,0.29963672069526787,0.9099999999999999
37,1.28,1.21,0.001,0.0007390722033525775,0.9069584280567821,0.2996414920698992,0.9099999999999999
38,1.28,1.21,0.001,0.0008302175681319744,0.9069556410356203,0.2996468499847076,0.9099999999999999
39,1.28,1.21,0.001,0.0009326033468832199,0.9069525099929363,0.29965286628082727,0.9099999999999999
40,1.28,1.21,0.001,0.001047615752789665,0.9069489924200272,0.2996596215300361,0.9099999999999999
41,1.28,1.21,0.001,0.0011768119524349979,0.9069450405441625,0.29966720607768865,0.9099999999999999
42,1.28,1.21,0.001,0.0013219411484660286,0.9069406006737003,0.2996757212054429,0.9099999999999999
43,1.28,1.21,0.001,0.001484968262254465,0.9069356124609383,0.2996852804262512,0.9099999999999999
44,1.28,1.21,0.001,0.0016681005372000592,0.906930008072153,0.2996960109250198,0.9099999999999999
45,1.28,1.21,0.001,0.001873817422860383,0.9069237112528817,0.29970805515924137,0.9099999999999999
46,1.28,1.21,0.001,0.00210490414451202,0.9069166362748872,0.29972157263471483,0.9099999999999999
47,1.28,1.21,0.001,0.002364489412645407,0.906908686749401,0.29973674187212845,0.9099999999999999
48,1.28,1.21,0.001,0.0026560877829466868,0.9068997542891376,0.2997537625807173,0.9099999999999999
49,1.28,1.21,0.001,0.0029836472402833404,0.906889716999115,0.29977285805530307,0.9099999999999999
