5.000000000000000000e+01,9.279051492143681745e-01
1.500000000000000000e+02,1.661365399288598221e-01
2.500000000000000000e+02,1.008978677225379761e-01
3.500000000000000000e+02,5.673191628612818393e-02
4.500000000000000000e+02,3.042688834265723508e-02
5.500000000000000000e+02,1.847933575608806667e-02
6.500000000000000000e+02,1.223044524221564983e-02
7.500000000000000000e+02,7.263831602714103559e-03
8.500000000000000000e+02,2.932195775081272021e-03
9.500000000000000000e+02,1.437420433398381003e-03
1.050000000000000000e+03,6.957344655159995988e-04
1.150000000000000000e+03,4.622413129799395537e-04
1.250000000000000000e+03,1.680676199050414857e-04
1.350000000000000000e+03,9.313511484636838593e-05
1.450000000000000000e+03,2.963574802400809806e-05
1.550000000000000000e+03,3.080418253391522994e-06
