5.000000000000000000e+01,7.071890741345276954e-01
1.500000000000000000e+02,2.313476252783790710e-01
2.500000000000000000e+02,1.213078976246426410e-01
3.500000000000000000e+02,5.881457239858783881e-02
4.500000000000000000e+02,2.132676237431397476e-02
5.500000000000000000e+02,1.479562225507019893e-02
6.500000000000000000e+02,6.890184767086053250e-03
7.500000000000000000e+02,5.472807976453307639e-03
8.500000000000000000e+02,3.613753413733623680e-03
9.500000000000000000e+02,3.360682272024653056e-03
1.050000000000000000e+03,1.620348896811772601e-03
1.150000000000000000e+03,1.735480857715102467e-03
1.250000000000000000e+03,7.588507686621569692e-04
1.350000000000000000e+03,4.255921070827719849e-04
1.450000000000000000e+03,1.393977777425566163e-04
1.550000000000000000e+03,8.009087458817960208e-05
1.650000000000000000e+03,2.411438531695383997e-05
