5.000000000000000000e+00,1.221641512184770164e+02
1.500000000000000000e+01,2.552951390489396033e+01
2.500000000000000000e+01,1.419025472607338934e+01
3.500000000000000000e+01,3.630096887721716126e+00
4.500000000000000000e+01,1.079070514163050332e+00
5.500000000000000000e+01,7.703099245647734294e-01
6.500000000000000000e+01,2.671354506357812575e-01
7.500000000000000000e+01,7.384789359463944658e-02
8.500000000000000000e+01,1.535377098062990463e-02
9.500000000000000000e+01,5.863603166543512706e-03
1.050000000000000000e+02,1.970489771613942193e-03
1.150000000000000000e+02,5.535824107544185966e-04
