5.000000000000000000e+01,1.303606307877096304e+00
1.500000000000000000e+02,2.083550411663699087e-01
2.500000000000000000e+02,9.294012056794320742e-02
3.500000000000000000e+02,4.476346456561765275e-02
4.500000000000000000e+02,1.559364764649258904e-02
5.500000000000000000e+02,1.918251123193043944e-02
6.500000000000000000e+02,5.692849887517794326e-03
7.500000000000000000e+02,1.943812371629015162e-03
8.500000000000000000e+02,7.676885490314952747e-04
9.500000000000000000e+02,2.831282671845296046e-04
1.050000000000000000e+03,1.394500453757559157e-04
1.150000000000000000e+03,1.937538437640465061e-05
