5.000000000000000000e+01,1.420935331924441658e-01
1.500000000000000000e+02,7.236244745911507570e-02
2.500000000000000000e+02,5.508034270524314602e-02
3.500000000000000000e+02,4.372668379347616208e-02
4.500000000000000000e+02,3.206087909173402362e-02
5.500000000000000000e+02,2.606379222597638920e-02
6.500000000000000000e+02,2.169159447463231763e-02
7.500000000000000000e+02,1.563113747753201374e-02
8.500000000000000000e+02,1.246838548292860185e-02
9.500000000000000000e+02,9.165649406902729932e-03
1.050000000000000000e+03,7.939558018241407722e-03
1.150000000000000000e+03,5.699130918716740005e-03
1.250000000000000000e+03,4.118929927218251304e-03
1.350000000000000000e+03,3.613406670938216440e-03
1.450000000000000000e+03,2.526721924120986767e-03
1.550000000000000000e+03,1.652130989902320189e-03
1.650000000000000000e+03,1.333043220321208228e-03
1.750000000000000000e+03,1.016772722152794366e-03
1.850000000000000000e+03,6.899581857281084129e-04
1.950000000000000000e+03,3.942145513506946364e-04
2.050000000000000000e+03,2.569770056752065913e-04
2.150000000000000000e+03,1.295447211213101722e-04
2.250000000000000000e+03,7.285759617095653869e-05
2.350000000000000000e+03,2.031765230960366005e-05
2.450000000000000000e+03,1.234262823977963945e-05
2.550000000000000000e+03,6.241370317329229717e-06
