5.000000000000000000e+00,2.171446381568583206e+02
1.500000000000000000e+01,1.121405729025494580e+01
2.500000000000000000e+01,5.700293441779323622e+00
3.500000000000000000e+01,2.177239621497128574e+00
4.500000000000000000e+01,1.399502466254733068e+00
5.500000000000000000e+01,5.391011981458200264e-01
6.500000000000000000e+01,2.903965577030582779e-01
7.500000000000000000e+01,7.066479473280153079e-02
8.500000000000000000e+01,1.610273541870941086e-02
9.500000000000000000e+01,5.528540128455311682e-03
