5.000000000000000000e+01,2.042753694584476865e+00
1.500000000000000000e+02,1.947313780377036840e-01
2.500000000000000000e+02,5.296039886325909496e-02
3.500000000000000000e+02,1.903493119379068288e-02
4.500000000000000000e+02,8.276057040778557472e-03
5.500000000000000000e+02,4.022279470867900358e-03
6.500000000000000000e+02,1.718873385392469559e-03
7.500000000000000000e+02,4.901972247230376462e-04
8.500000000000000000e+02,4.212924964197230140e-04
9.500000000000000000e+02,9.046702028381419230e-05
1.050000000000000000e+03,3.334674998115901977e-05
