,0,1
0,0.6429859700912571,1.123633898228781
1,0.48383102699936187,0.8180564074923421
2,0.48128454790989156,0.8619831717857053
3,0.2710181316650561,0.5052032622145592
4,0.2136213013944551,0.4063756213613061
5,0.16233804195373325,0.3183098861837907
6,0.12830336950792795,0.22967282556953514
7,0.06451080359991491,0.1438760685550734
8,0.062164048360599126,0.1295708477877548
9,0.03300370925168777,0.07940994002690356
10,0.03228571702721306,0.07412073063993983
11,0.01812982395220721,0.04913043895445465
12,0.008148733086305041,0.02597408671259732
13,0.0035367765131532297,0.014972353905682004
14,0.0014269063863411307,0.0076833420802983965
15,0.001129486692910225,0.005339391639211973
16,,0.003954759191980429
17,,0.002364587725936731
18,,0.0009463266886545128
