,0,1,2,3,4,5,6
0,2.8011269984173577,2.9125354585816847,2.9125354585816847,2.9125354585816847,2.9125354585816847,2.9125354585816847,2.9125354585816847
1,2.0117184806815573,2.59528660535184,2.7714180757068707,2.8340190199896833,2.8616058767922783,2.8849486017790897,2.8998030631343332
2,0.719380342775367,1.1783831986523932,1.3878311037613276,1.5940959100084238,1.7456114158319083,1.8372846630528399,1.9155888950540525
3,0.25191953849402865,0.44426965543080504,0.5734125235396572,0.6607203780357828,0.7161972439135291,0.7912274313711369,0.8412475563428754
4,0.14288577113139048,0.2585383631115011,0.33599376874955683,0.3840939293284408,0.4283036357428561,0.45482945959150534,0.48559941525593847
5,0.03761844109444799,0.18490910661040202,0.2500179469661774,0.2859001523178047,0.31686302306477343,0.33509349836439056,0.34840463905934904
6,0.0012242687930145797,0.14544313261013206,0.19318961553770067,0.22697943422490305,0.2458331736373276,0.2646869130497521,0.27374650211806
7,,0.12032113697747288,0.16467231445241437,0.18737841966685811,0.2052037732931504,0.21984602805760478,0.23661034872995107
8,,0.0964291714027366,0.13425187552575174,0.15690804977765682,0.1717000974297271,0.185555939534198,0.20072246940530802
9,,0.08075019217925637,0.11157599168337083,0.1360355934638095,0.1507783671396903,0.16217051043468914,0.17104968094402645
10,,,0.09443193290119124,0.11853253856939253,0.13202281469813415,0.1433910249189838,0.15096983173288359
11,,,0.08248377920240837,0.10158237237343581,0.1162523062584279,0.12718555887082766,0.13313656978643768
12,,,0.07232000614095724,0.09014535976724952,0.10466029057723038,0.11408226320827058,0.12184902443115507
13,,,0.06366197723675814,0.07757329818849416,0.09513928820382188,0.10174127102837457,0.11081899741213452
14,,,0.0592714960480162,0.07386984600058315,0.08671200347765333,0.0957124899145743,0.10218844966796867
15,,,0.040866882161660865,0.06489414453811475,0.07598365025032423,0.08573830805273072,0.09148842212572822
16,,,,0.058646185090831734,0.0704140051255052,0.07899872629834077,0.08507555139821314
17,,,,0.05374889792417723,0.06275252041909017,0.0716651972322363,0.07848612336474611
18,,,,0.049467076906940445,0.057295779513082325,0.06598477910891012,0.07131862044496283
19,,,,0.04342073319225042,0.053704591053572885,0.06047887837492023,0.06741640153533618
20,,,,0.03152044238795586,0.049609760310107866,0.054889046227302445,0.06273033854548851
21,,,,,0.0471542784881569,0.054112680651244416,0.059886673935508526
22,,,,,0.043007202399943274,0.05029296201703892,0.05524444913545345
23,,,,,0.03914534344983639,0.04571471769660824,0.051200483820201224
24,,,,,0.035144009882740974,0.04293935403418074,0.047551599323782605
25,,,,,,0.04019442484360023,0.04425131554986423
26,,,,,,0.03777677705841591,0.04222110377117072
27,,,,,,0.035129836529738355,0.040280669233439696
28,,,,,,0.03445564908340331,0.038699780899187186
29,,,,,,0.03005061128887651,0.03625495652805209
30,,,,,,,0.03397044850912258
31,,,,,,,0.032235191648453725
32,,,,,,,0.030900544335687986
33,,,,,,,0.028600380818304773
34,,,,,,,0.023896307397565736
