,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0016552114081557115,0.0020690142601946394,0.002419155134996809,0.0025464790894703256,0.002769296009798979,0.0029602819415092533,0.0031194368846011486,0.003278591827693044,0.00340591578216656,0.003469577759403318,0.003469577759403318,0.0035650707252584558,0.0035650707252584558,0.003660563691113593,0.003724225668350351,0.003787887645587109,0.0038515496228238673,0.003915211600060625,0.003947042588679004,0.0041061975317709
1,0.001814366351247607,0.0022918311805232927,0.002663192714404382,0.003002723259667092,0.0032255401799957456,0.003543850066179536,0.0037348359978898104,0.0038409392932844074,0.004000094236376303,0.004159249179468198,0.004360845440717932,0.004488169395191448,0.004657934667822804,0.004732206974599021,0.004880751588151457,0.004997465213085513,0.005156620156177409,0.005390047406045522,0.005517371360519038,0.005623474655913635
2,0.0013878311037613274,0.001814366351247607,0.0021517748306024253,0.002400056541825782,0.0026483382530491386,0.002801126998417358,0.0029348171506145505,0.0031003382914301216,0.003253127036798341,0.003354986200377154,0.003520507341192725,0.003654197493389917,0.0037815214478634338,0.0038897468091659225,0.0039788735772973835,0.004074366543152521,0.0041762257067313345,0.004265352474862796,0.004322648254375878,0.004418141220231015
3,0.0011731992947916856,0.0016233804195373326,0.001918953885279424,0.002200885498756496,0.002441891555438509,0.002632877487148783,0.0027874851461523386,0.0028875253960958156,0.0030648694755410705,0.0031603624413962077,0.003283139111781384,0.0033604429412831616,0.003451388623049959,0.003560523441170116,0.0036196381343185343,0.003701489247908652,0.0038151713501171484,0.003901569747795606,0.004001609997739083,0.004147123088565959
4,0.0010999374955906543,0.0014712990294717435,0.0016905791732872437,0.0019593741882868894,0.0022069485442076154,0.002330735722167978,0.0025040377713124867,0.0026384352788123094,0.0027657592332858256,0.00284710509308835,0.003006260036180245,0.0031441943201932212,0.00329627571025881,0.0034023790056534066,0.0035190926305874635,0.003600438490389988,0.003717152115324044,0.0037984979751265685,0.003879843834929093,0.003968263247757923
5,0.0008912676813146139,0.0012703458184971283,0.0016146992408232292,0.0018375161611518826,0.002060333081480536,0.002210806845858328,0.0023931115988544993,0.002555160268184429,0.002694059127610083,0.002806914450893427,0.002913982321700702,0.0030297313712220803,0.003154161599457562,0.003258335744026803,0.0033625098885960436,0.003472471485641353,0.0035621769990204213,0.0036721385960657308,0.0037647378356828335,0.003831293539157626
6,0.000908407444416818,0.0012977249205954544,0.0015646155174726326,0.0017751897498711402,0.0019759698319255312,0.0021449189253615435,0.0022697943422490302,0.0024289492853409255,0.0025685159277445877,0.0027374650211806,0.0028745831259982327,0.0030117012308158654,0.003129231034945265,0.003246760839074665,0.003325114041827598,0.003403467244580531,0.0035038572856077267,0.0035969017138768344,0.0037021888300760885,0.0038099244838613712
7,0.0007978967813673687,0.0012138216993141885,0.0015554743104847905,0.0017570705717345246,0.0019353241079974473,0.002145408632878749,0.00231092977369432,0.002438253728167837,0.0025825542099044882,0.0027120002302858967,0.002832957987035737,0.0029624040074171455,0.0030960941596143376,0.0032149298504562857,0.0033104228163114233,0.003386817188995533,0.003478066023034886,0.0035671927911663476,0.003649953361574133,0.003726347734258243
8,0.0007676885490314953,0.0011477880013568453,0.001432394487827058,0.0016982768633452834,0.0019136041392931416,0.0020708866712898385,0.002218807147810541,0.002389196557473629,0.0025221377452327417,0.002649461699706258,0.0027393374322757986,0.0028385752203213335,0.0029284509528908743,0.0030183266854604154,0.0031063300069347575,0.0032055677949802924,0.0032673573611218514,0.003355360682596194,0.003435874359689741,0.003516388036783288
9,0.0006651001306050785,0.0010236175813594533,0.0013100964789248648,0.0015262121384917542,0.0017440031132490849,0.0018897555348174522,0.0020723648905755215,0.0022298445184769757,0.002378947570426225,0.0024828171122335675,0.0025883619692313505,0.0027140106085144257,0.002843009878178383,0.0029535806807474895,0.0030608008529357136,0.0031345147213151176,0.003233358317551137,0.003347279750501125,0.0034360714555944985,0.0034863309113077287
10,0.0005911469314841827,0.0009594769426397119,0.0012489873629306834,0.0014748358059848967,0.001668853260420731,0.0018295239648754064,0.001970489771613942,0.002119034385166378,0.0022706105214443735,0.0023691350100250707,0.0024782698281452273,0.002617719873520983,0.0027192758848272403,0.002832957987035737,0.002932998236979214,0.0030345542482854712,0.0031148896005128088,0.003205835282279606,0.003299812486771963,0.0033998527367154405
11,0.0005134476859747233,0.0008954195493952722,0.0011971219632564303,0.0014199388835850837,0.0016123087713222442,0.0018019107470056326,0.0019721373383126163,0.0021299083253776257,0.0022752237082006607,0.002402547662674177,0.0025326395292014654,0.0026419720553254628,0.0027471527133688025,0.0028440296352508256,0.0029395226011059627,0.003029479742853556,0.0031180529285742627,0.0032038582022411977,0.003328414244660942,0.0034003799580590165
12,0.000430354966120485,0.0008034141527278878,0.0010937127689275047,0.0013178029288008935,0.0015087888605111678,0.0016794029595056797,0.0018270987466949586,0.0019747945338842374,0.0021237635606182513,0.002242174838278622,0.0023644058345731974,0.0024509861236151884,0.0025553917662834717,0.0026636171275859605,0.0027718424888884493,0.0028596960174751755,0.002965374899688194,0.003045588991006509,0.003113070686877473,0.00320601717364314
13,0.0003018049291224089,0.0007049974516218771,0.0009608242860732941,0.0011859990574107165,0.0013899531696692194,0.0015608973678049587,0.0017271258639231606,0.001866239073440521,0.002010067984975419,0.0021432865669708573,0.0022706105214443735,0.002369640263812664,0.0024828171122335675,0.002575952227079936,0.002663192714404382,0.0027645803077814414,0.0028400315400620435,0.0029484926864654093,0.0030345542482854712,0.003120615810105533
