,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,6.328000537333758,12.840620808654116,19.29276220159955,25.674875419584556,32.127016812529995,38.46456664644926,44.77028549175016,50.9709620746104,57.34989219373357,63.76383640033695,69.71941437083566,75.10840074392725,79.70161240155934,83.33034510405456,86.5166270647543,89.18406391097447,91.18941619393235,92.98786705087076,94.40434604438863,95.65848699595277,96.54338847954371
1,1.4949954321098702,2.987868798311849,4.51151212017826,6.1073056829129975,7.733869201312168,9.37316511515869,11.028376523314401,12.709052722364817,14.370630328244204,16.060855823880132,17.913419361469796,19.921954743289515,22.20741972608913,24.799523232579133,27.488180737878217,30.360396944209956,33.37054743455467,36.46345849530717,39.7049141696121,42.89862336098947,46.27058608862976
2,0.727019780043778,1.4374874460059988,2.0982987697235482,2.754653755034525,3.3740847935481812,4.008158086826293,4.6556003953241225,5.304315943366689,5.925656841197448,6.521532948133504,7.11231609689062,7.72028797950166,8.330169721429803,8.959150056528973,9.616141661612318,10.254671293297001,10.925668533372432,11.59730239322023,12.268299633295662,12.978130679485515,13.691144824537206
3,0.15006037491521562,0.28738835438307964,0.4497263963368129,0.6006962280696965,0.7430262200347343,0.8930865949499499,1.0354165869149878,1.1759276652446897,1.3205312992538976,1.4692274889426111,1.613831122951819,1.7552516580991888,1.8953080080200566,2.0349096295320908,2.1722376089999544,2.3077466748324826,2.4605354202007024,2.606957967845246,2.749287959810284,2.9043503472226733,3.0344026721491932
4,0.015915494309189534,0.0307699556644331,0.04739280527625328,0.06012520072360491,0.07533333973016379,0.0937245775985606,0.11034742721038077,0.1276776321248316,0.1492519688550663,0.16799688437477842,0.18886386580238249,0.21291394609182443,0.23165886161153657,0.2493427441773027,0.2673803043943842,0.2871862528680423,0.3055774907364391,0.3246760839074665,0.34377467707849396,0.364641658506098,0.3840939293284408
5,0.014179258566368856,0.025175418270899808,0.03848655896585833,0.050640209165603065,0.06047887837492023,0.06713444872239949,0.07407939169368219,0.08131370728876834,0.08739053238864071,0.0954929658551372,0.10185916357881301,0.11082971491671985,0.1174852852641991,0.12414085561167837,0.1325326617019783,0.14063509516847478,0.14671192026834715,0.1539462358634333,0.16031243358710912,0.16783612180599872,0.17391294690587109
6,0.006121343965072898,0.012732395447351628,0.019098593171027443,0.025464790894703257,0.03501408748021698,0.042849407755510285,0.050684728030803594,0.05803034078889108,0.06537595354697855,0.07198700502925728,0.07786349523572726,0.08422969295940308,0.09279957451050513,0.09916577223418095,0.10553196995785677,0.11581582781917923,0.12536512440469294,0.13491442099020667,0.14177032623108832,0.14985050026498453,0.15939979685049827
7,0.0023342724986811316,0.005305164769729845,0.008700470222356945,0.011459155902616465,0.01612770089997873,0.019947419534184215,0.023767138168389705,0.02801126998417358,0.03013333589206552,0.03246760839074665,0.03628732702495214,0.03925821929600085,0.04307793793020634,0.045624417019676664,0.04859530929072538,0.05262723451572006,0.05708357292229313,0.05984225860255265,0.06344977064596895,0.06705728268938524,0.07066479473280153
8,,,,0.003932063299917414,0.006553438833195691,0.00842584992839446,0.009549296585513721,0.011796189899752244,0.013481359885431136,0.01497928876159015,0.016477217637749165,0.017600664294868427,0.018349628732947935,0.01984755760910695,0.021345486485265967,0.022656174251905102,0.023779620909024364,0.025652032004223134,0.02714996088038215,0.027898925318461654,0.028647889756541162
9,,,,,,0.001507783671396903,0.001842846709485104,0.0025129727856615055,0.0031830988618379067,0.0035181618999261073,0.0045233510141907095,0.0048584140522789105,0.005528540128455312,0.006031134685587612,0.006366197723675813,0.006701260761764014,0.007203855318896315,0.007538918356984516,0.008209044433160917,0.008376575952205017,0.008711638990293218
