,0,1,2,3,4,5,6,7,8
0,0.7289296393608806,1.3591832140047861,1.8684790318988513,2.2631832907667517,2.58467627581238,2.8138593938647096,2.9125354585816847,2.9125354585816847,2.9125354585816847
1,0.42547421453233353,0.7681878586568816,1.1427324913998085,1.5331926184519251,1.8599907682672836,2.2005823464839396,2.528441529253244,2.7501974166279517,2.925267854029036
2,0.3896113006889598,0.711740905506956,0.9835775483079133,1.2694198261009573,1.552715624804531,1.8563832562238674,2.151774830602425,2.4478030247533504,2.670619945082004
3,0.29557346574209137,0.5343058803799344,0.752575516620248,0.9858511903520832,1.1895695175097092,1.3955614867115054,1.64475265475253,1.8971269216553925,2.1417708056080773
4,0.1969984517826349,0.3703005009271432,0.5407731288611288,0.6914398083214565,0.8484726855054598,1.0277872547223286,1.1929547178865845,1.3913678802744807,1.6428326903596753
5,0.17015110279642628,0.3032625097460115,0.4308758368433312,0.5550166924550095,0.6716338598477983,0.7865147914977664,0.9077619208714103,1.0310346586116783,1.1661716739278876
6,0.12707910071491335,0.23946697591365176,0.34377467707849396,0.4490617932777478,0.5572871545802366,0.6625742707794905,0.7769209760470522,0.8792698471430711,0.9852915246181336
7,0.08849014835909381,0.17146292535766858,0.2561333550825569,0.3384695123087641,0.41528829817445223,0.49316811699408636,0.5668038039979366,0.6442592096359924,0.7208657889108913
8,0.060478878374920234,0.11889810454512183,0.18256008178187996,0.24603481790911824,0.3119436884601149,0.3739204957111941,0.4327142041004355,0.4894482602849582,0.54749300423612
9,0.03836471786109898,0.08812157901719679,0.13486287283050077,0.18411713942946628,0.2355493157760051,0.2873165551606321,0.3343929120120243,0.3796264221539314,0.4250274638148826
10,0.03137626020954508,0.0751817635938858,0.12019987606845048,0.15809391013794938,0.20326359874879205,0.2426733941810709,0.28890411574585956,0.33119385776742033,0.3727257191075911
11,0.018960197568338836,0.05079118618671791,0.08677404288575512,0.12317208639285813,0.15901654748920674,0.1900171624914542,0.2197722170695042,0.2522951837013263,0.28495654593583697
12,0.010440564266828335,0.037687890524160814,0.06595380841728143,0.09281916281119336,0.12070310884089343,0.14807775905269943,0.17557973321897893,0.20091720015920866,0.22650931500838545
13,0.004244131815783875,0.02051330377628873,0.037489831039424236,0.05717788696264388,0.07757329818849416,0.09525718075426032,0.11270527821914958,0.13074283843623105,0.15066667946032758
14,,0.01339096762566292,0.029965034113163744,0.047526958868131505,0.06530840768253637,0.08078485387285171,0.0961515380334485,0.11393298684785336,0.13116562551366548
15,,0.0039018631209625956,0.010884144495316713,0.017455703435885296,0.02638891637072071,0.03891595060117957,0.04743844110222945,0.057295779513082325,0.06571558940568582
16,,0.0017362357428206763,0.006269740182407998,0.011285532328334395,0.01890567808849181,0.02720102663752393,0.03462825731514571,0.043695266194320355,0.05112249687194213
17,,,0.0020008049988695415,0.004729175451873462,0.009640242267280517,0.014915091809754763,0.02082656112459659,0.02801126998417358,0.034650304753149785
18,,,,0.0035272176577122753,0.006538257121612998,0.009893415381388089,0.013936811232911916,0.019184622869996032,0.023744196915331413
19,,,,,0.0020404479883576326,0.004488985574386792,0.007019141079950256,0.009630914505048025,0.012569159608283016
20,,,,,,0.000776365576058026,0.0023290967281740784,0.0044252837835307484,0.005667468705223591
21,,,,,,0.00022207666477938885,0.0005181788844852407,0.0011844088788234071,0.0022207666477938883
